iterations,fitness,time,fevals
0,9.0,8.31450000001e-05,11
10,9.0,0.000138576,21
20,9.0,0.000183796,31
30,9.0,0.000224274,41
40,9.0,0.000249071,51
50,9.0,0.000293926,61
60,9.0,0.000313618,71
70,9.0,0.000330028,81
80,9.0,0.000346074,91
90,12.0,0.000361755,101
100,12.0,0.000374519,111
110,12.0,0.000387648,121
120,12.0,0.000409528,131
130,12.0,0.000423386,141
140,12.0,0.000440526,151
150,13.0,0.000459854,161
160,15.0,0.000474076,171
170,15.0,0.000486839,181
180,18.0,0.000498508,191
190,18.0,0.000509813,201
200,18.0,0.000521118,211
210,18.0,0.000533152,221
220,18.0,0.000544092,231
230,18.0,0.000556491,241
240,18.0,0.000572536,251
250,18.0,0.000596604,261
260,18.0,0.000617755,271
270,18.0,0.000646928,281
280,18.0,0.000668809,291
290,18.0,0.000681937,301
300,18.0,0.000692148,311
310,19.0,0.000710017,321
320,19.0,0.000727157,331
330,19.0,0.000737368,341
340,19.0,0.000746849,351
350,19.0,0.000758883,361
360,19.0,0.000770188,371
370,19.0,0.000848593,381
380,19.0,0.000867191999999,391
390,19.0,0.000885061,401
400,19.0,0.0009022,411
410,19.0,0.000918609999999,421
420,20.0,0.00093502,431
430,20.0,0.000956534999999,441
440,20.0,0.000974403999999,451
450,20.0,0.000992638,461
460,20.0,0.001016342,471
470,20.0,0.001034575,481
480,20.0,0.001052444,491
490,20.0,0.001082712,501
500,20.0,0.001099487,511
510,20.0,0.001116626,521
520,20.0,0.001133401,531
530,20.0,0.001151999,541
540,20.0,0.001169868,551
550,20.0,0.001187007,561
560,20.0,0.001204511,571
570,20.0,0.001221651,581
580,20.0,0.00124499,591
590,20.0,0.00126213,601
600,20.0,0.001279635,611
610,20.0,0.001296775,621
620,20.0,0.00131355,631
630,20.0,0.001330689,641
640,20.0,0.001347463,651
650,20.0,0.001363873,661
660,20.0,0.001380648,671
670,20.0,0.001410916,681
680,20.0,0.001427691,691
690,20.0,0.001444466,701
700,20.0,0.001477652,711
710,21.0,0.001493698,721
720,21.0,0.001540012,731
730,21.0,0.001557516,741
740,21.0,0.001574655,751
750,21.0,0.00159617,761
760,21.0,0.001615862,771
770,22.0,0.00163446,781
780,22.0,0.001651964,791
790,22.0,0.001670927,801
800,22.0,0.001688796,811
810,22.0,0.001705936,821
820,22.0,0.001723441,831
830,22.0,0.001740946,841
840,22.0,0.001760274,851
850,22.0,0.001790906,861
860,22.0,0.001808046,871
870,22.0,0.001838678,881
880,22.0,0.001856183,891
890,23.0,0.001872593,901
900,23.0,0.001890097,911
910,23.0,0.001907237,921
920,24.0,0.001923283,931
930,24.0,0.001940787,941
940,24.0,0.001957562,951
950,24.0,0.001973973,961
960,25.0,0.001990747,971
970,25.0,0.002008616,981
980,25.0,0.002025755,991
990,25.0,0.002043989,1001
1000,25.0,0.002062588,1011
1010,25.0,0.002092126,1021
1020,25.0,0.002123853,1031
1030,25.0,0.002151568,1041
1040,25.0,0.002174907,1051
1050,25.0,0.00219387,1061
1060,25.0,0.002212833,1071
1070,26.0,0.002229973,1081
1080,26.0,0.002249666,1091
1090,26.0,0.00228905,1101
1100,26.0,0.002307648,1111
1110,26.0,0.002322965,1121
1120,26.0,0.002337917,1131
1130,26.0,0.002353598,1141
1140,26.0,0.002369278,1151
1150,26.0,0.002384959,1161
1160,26.0,0.00239991,1171
1170,26.0,0.002415226,1181
1180,26.0,0.002430177,1191
1190,26.0,0.002445494,1201
1200,26.0,0.002462269,1211
1210,26.0,0.002491442,1221
1220,26.0,0.002507123,1231
1230,26.0,0.002524262,1241
1240,26.0,0.002539578,1251
1250,26.0,0.00255453,1261
1260,26.0,0.002569847,1271
1270,26.0,0.002584798,1281
1280,26.0,0.002602667,1291
1290,26.0,0.002619807,1301
1300,26.0,0.002636946,1311
1310,26.0,0.002652626,1321
1320,26.0,0.002667578,1331
1330,26.0,0.002683259,1341
1340,26.0,0.002698575,1351
1350,26.0,0.00271608,1361
1360,26.0,0.002732126,1371
1370,26.0,0.002751453,1381
1380,26.0,0.002768228,1391
1390,26.0,0.002785003,1401
1400,26.0,0.002805425,1411
1410,26.0,0.002821106,1421
1420,26.0,0.002836058,1431
1430,26.0,0.002851375,1441
1440,26.0,0.002867056,1451
1450,26.0,0.002882737,1461
1460,26.0,0.002897688,1471
1470,26.0,0.002913004,1481
1480,26.0,0.002932332,1491
1490,27.0,0.002948743,1501
1500,27.0,0.002964059,1511
1510,27.0,0.002979011,1521
1520,28.0,0.002993963,1531
1530,28.0,0.003015844,1541
1540,28.0,0.00303663,1551
1550,28.0,0.003053405,1561
1560,28.0,0.003069815,1571
1570,28.0,0.003085496,1581
1580,29.0,0.003100083,1591
1590,29.0,0.0031154,1601
1600,29.0,0.003143845,1611
1610,29.0,0.003159161,1621
1620,29.0,0.003174842,1631
1630,29.0,0.003189794,1641
1640,29.0,0.003205111,1651
1650,29.0,0.003220427,1661
1660,29.0,0.003235014,1671
1670,29.0,0.003249601,1681
1680,29.0,0.003264188,1691
1690,29.0,0.003279504,1701
1700,29.0,0.003294456,1711
1710,29.0,0.003328006,1721
1720,29.0,0.003362285,1731
1730,32.0,0.00339,1741
1740,32.0,0.003405316,1751
1750,32.0,0.003419903,1761
1760,32.0,0.003434855,1771
1770,32.0,0.003450171,1781
1780,32.0,0.003479345,1791
1790,32.0,0.003497943,1801
1800,32.0,0.003515083,1811
1810,32.0,0.003533317,1821
1820,32.0,0.003549728,1831
1830,32.0,0.003566503,1841
1840,32.0,0.003619016,1851
1850,32.0,0.00364819,1861
1860,34.0,0.003668612,1871
1870,34.0,0.00368794,1881
1880,34.0,0.00370435,1891
1890,34.0,0.003722219,1901
1900,34.0,0.003778743,1911
1910,34.0,0.003809011,1921
1920,34.0,0.003828338,1931
1930,34.0,0.003845478,1941
1940,34.0,0.003861523,1951
1950,34.0,0.003877569,1961
1960,35.0,0.00389325,1971
1970,35.0,0.003909296,1981
1980,35.0,0.003925706,1991
1990,35.0,0.003942116,2001
2000,35.0,0.003961443,2011
2010,35.0,0.003982958,2021
2020,35.0,0.004005203,2031
2030,35.0,0.004022343,2041
2040,35.0,0.004038753,2051
2050,35.0,0.004055528,2061
2060,35.0,0.004071574,2071
2070,35.0,0.004087984,2081
2080,38.0,0.004102935,2091
2090,38.0,0.004119345,2101
2100,38.0,0.004135026,2111
2110,38.0,0.004154354,2121
2120,38.0,0.004170764,2131
2130,39.0,0.004187903,2141
2140,39.0,0.004203584,2151
2150,39.0,0.004219265,2161
