,iterations,SA 0.15 fitness,SA 0.15 time,SA 0.15 feval,SA 0.35 fitness,SA 0.35 time,SA 0.35 feval,SA 0.55 fitness,SA 0.55 time,SA 0.55 feval,SA 0.75 fitness,SA 0.75 time,SA 0.75 feval,SA 0.95 fitness,SA 0.95 time,SA 0.95 feval,SA fitness,SA time,RHC fitness,RHC time,RHC feval,"GA (100,50,50) fitness","GA (100,50,50) time","GA (100,50,50) feval","GA (100,50,30) fitness","GA (100,50,30) time","GA (100,50,30) feval","GA (100,50,10) fitness","GA (100,50,10) time","GA (100,50,10) feval","GA (100,30,50) fitness","GA (100,30,50) time","GA (100,30,50) feval","GA (100,30,30) fitness","GA (100,30,30) time","GA (100,30,30) feval","GA (100,30,10) fitness","GA (100,30,10) time","GA (100,30,10) feval","GA (100,10,50) fitness","GA (100,10,50) time","GA (100,10,50) feval","GA (100,10,30) fitness","GA (100,10,30) time","GA (100,10,30) feval","GA (100,10,10) fitness","GA (100,10,10) time","GA (100,10,10) feval",GA fitness,GA time,"MIMIC (100,50,0.1) fitness","MIMIC (100,50,0.1) time","MIMIC (100,50,0.1) feval","MIMIC (100,50,0.3) fitness","MIMIC (100,50,0.3) time","MIMIC (100,50,0.3) feval","MIMIC (100,50,0.5) fitness","MIMIC (100,50,0.5) time","MIMIC (100,50,0.5) feval","MIMIC (100,50,0.7) fitness","MIMIC (100,50,0.7) time","MIMIC (100,50,0.7) feval","MIMIC (100,50,0.9) fitness","MIMIC (100,50,0.9) time","MIMIC (100,50,0.9) feval",MIMIC fitness,MIMIC time
15,150,0.028338147120519998,0.00033506139807299996,161.0,0.029586805568959998,0.00038494620021080003,161.0,0.02885203612302,0.00032543499983119997,161.0,0.024833338801679997,0.000390927400076,161.0,0.020293226698999998,0.0002443306020722,161.0,0.026380710862636,0.00033614012005264,0.02990056206136,0.0007185506008688,161.0,0.08256358520246,0.07886195960024,11271.600000000002,0.0895976268244,0.055373863402959994,10181.0,0.08905549799142001,0.057526668800360004,8869.6,0.07803695931398,0.04694052880148,9288.0,0.08155929971916001,0.0423676126,7817.8,0.08087266198420001,0.03879112579598,5968.799999999999,0.051357701086660004,0.022421721401760002,7406.2,0.05181617199558,0.02059041199898,5449.4,0.054936451059879994,0.0166037416002,3074.0000000000005,0.07331066168641556,0.04216418155577333,0.03342084846284,25.2529362498,17500.0,0.0233013400207,24.8139190992,17500.0,0.0222977981442,25.668889489,17500.0,0.02282937674998,25.943729698800002,17500.0,0.02251254417548,26.320102443,17500.0,0.02487238151064,25.59991539596
16,160,0.028773291355979995,0.0003543891976732,171.0,0.02992671410402,0.0004020857999422,171.0,0.029474786184699998,0.00034884699962259996,171.0,0.0254505657925,0.000414923000062,171.0,0.020287162068279997,0.0002580424017652,171.0,0.026782503901095996,0.00035565747981303994,0.03008302023336,0.0007631134001715999,171.0,0.08581805760666,0.08236339599968001,11976.4,0.08894357527296,0.058182203602680005,10810.399999999998,0.09267628791366,0.06014610899986,9416.4,0.07859568232538,0.04947543780216,9871.199999999999,0.08001224475888,0.044442888800380005,8296.6,0.08578160566953999,0.04180667279616,6333.8,0.050729928190799994,0.02358028460222,7852.4,0.055195368935240005,0.02181811739938,5782.4,0.055711793082620004,0.01772233720002,3260.7999999999997,0.07482939375063778,0.04439304968917111,0.0333249804244,26.802332371,18600.0,0.023025314299600003,26.345028661599997,18600.0,0.022273549238699997,27.2722892544,18600.0,0.02300307978682,27.563698855,18600.0,0.02249897119632,27.986169953400005,18600.0,0.024825178989168,27.19390381908
17,170,0.028991567345999995,0.0003695595973112,181.0,0.03038218552372,0.0004465030000574,181.0,0.0300034316883,0.0003703623999172,181.0,0.026063442650979998,0.00044555520071299997,181.0,0.02073560212058,0.0002770052014968,181.0,0.027235245865916,0.00038179707989911994,0.030354377714359997,0.0008081870004384,181.0,0.08563633408836,0.09103639379968,12678.4,0.08724659735448,0.061192791002020006,11442.999999999998,0.09015905521627998,0.06262631740027999,9964.6,0.07675747420822,0.051811090002240004,10447.199999999999,0.08326353561423999,0.046607145000240005,8776.4,0.08723586915256,0.043573655195739996,6703.2,0.05260299017376,0.024858387602559998,8308.0,0.05364777540672001,0.02318636719974,6115.4,0.05516579770166001,0.01890715679984,3448.8,0.07463504765736445,0.047088811555815555,0.0331351704167,28.3756137896,19700.0,0.02272107454786,27.8823424646,19700.0,0.022929228363440003,28.8625069966,19700.0,0.02227978829738,29.179456776800002,19700.0,0.022508797637340004,29.662021836599997,19700.0,0.024714811852544004,28.79238837284
18,180,0.0290636711022,0.0004065375975188,191.0,0.030754886189740004,0.0004659036007069999,191.0,0.030595440199240004,0.0003919509996194,191.0,0.02652891130098,0.00048187660067919996,191.0,0.02078143767786,0.0002883102013586,191.0,0.027544869294004,0.0004069157999766,0.03076813961116,0.0008639818002849999,191.0,0.08842915752878,0.09449866439966,13371.800000000001,0.08702476556096,0.06446098260202,12073.2,0.09290626576586,0.06522176180006,10511.0,0.07808551032738001,0.054125810002,11021.599999999999,0.08370035258163999,0.0484121991998,9256.0,0.08807067093928,0.045598679595440006,7070.6,0.05261275053882,0.026039487802340007,8750.4,0.05534331289128001,0.024325967800159998,6446.6,0.05692633932452001,0.01984232219984,3636.2000000000003,0.07589990282872444,0.04916954171125778,0.033288327156200004,29.906402659200005,20800.0,0.02353749466918,29.4134699688,20800.0,0.022561593029839996,30.447233286599996,20800.0,0.023025183437840005,30.7988958452,20800.0,0.022647454228799997,31.3091727806,20800.0,0.025012010504372004,30.37503490808
19,190,0.02973131320088,0.00043687839752240006,201.0,0.031161385020099998,0.000490628400439,201.0,0.030768294151520003,0.00041098719957499995,201.0,0.02696603688906,0.0005265126008452,201.0,0.02018509063572,0.00030209500109760004,201.0,0.027762423979456,0.00043342031989584,0.03103219137776,0.0009187556002861999,201.0,0.09159375897876,0.09789689820022,14073.0,0.08852611798266,0.06737099360182,12697.2,0.09046397084822,0.06777709260024,11059.2,0.07947242125376,0.05674510420212,11594.800000000001,0.08621718573476,0.05056099339963999,9737.0,0.08757849633516,0.047668485795299996,7437.0,0.05310152824514,0.027461052802380002,9205.199999999999,0.05610153829818,0.025557028000539998,6779.4,0.058065536434920004,0.020745323200399998,3820.3999999999996,0.07679117267906223,0.05130921908918444,0.033477815413,31.438379557999998,21900.0,0.02303433816218,30.937413431399996,21900.0,0.02219433948482,32.0514093664,21900.0,0.0230787052017,32.4217173212,21900.0,0.023424770972080004,32.9592265152,21900.0,0.025041993846756004,31.96162923844
20,200,0.02989769602894,0.00048501519740959994,211.0,0.03153225807952,0.0005118525998112,211.0,0.0313256137992,0.0004298039999412,211.0,0.02754884862164,0.0005463508005052,211.0,0.02051567314602,0.0003142024012050001,211.0,0.028164017935064,0.00045744499977444004,0.031239094677540002,0.0009531810002956,211.0,0.0928382143366,0.10174265800009999,14771.400000000001,0.09271068201536001,0.07033745600166,13324.2,0.09109770075248,0.07061190820022,11606.4,0.07950464496034,0.0595130390022,12172.8,0.08030894956356,0.052619202999640007,10222.599999999999,0.08722115484781999,0.04971480739477999,7803.0,0.05398868321354,0.028594599803160002,9655.599999999999,0.056672577090919996,0.027090182800740006,7111.8,0.058565166328580005,0.02157940160032,4005.8,0.07698975256768888,0.05353369508920223,0.033329382229720005,32.9618118964,23000.0,0.023041959265339997,32.4595233222,23000.0,0.02248452389786,33.6758799626,23000.0,0.022198222798660003,34.040159449,23000.0,0.02286905738592,34.6277060402,23000.0,0.0247846291155,33.55301613408
21,210,0.03023942534062,0.0005225033975876,221.0,0.03220285713262,0.0005367231991842,221.0,0.03143781278945999,0.00044475559916439997,221.0,0.02770616493336,0.000581067600433,221.0,0.020106061795680003,0.0003313420013,221.0,0.028338464398348,0.00048327835953384005,0.03149133453966,0.0009838138001224,221.0,0.08960532851940001,0.10490655379948,15469.400000000001,0.09086284808438,0.07299263400128,13957.8,0.09218721390752,0.07344293120006,12151.8,0.08163733543011999,0.06157460360262001,12755.6,0.08529895196992,0.05458478579968,10703.599999999999,0.08954759945888,0.05181451699502,8170.4,0.05729753458046,0.029845644203660003,10112.199999999999,0.058828938860379994,0.028111629400159998,7445.2,0.05783035519408001,0.022740809400040002,4191.4,0.07812178955612667,0.055557123155777786,0.0336121365752,34.4673393416,24100.0,0.02340923723146,33.9866675854,24100.0,0.02283718115524,35.2977992394,24100.0,0.022782989785620003,35.651379463000005,24100.0,0.0227768787242,36.2750315166,24100.0,0.025083684694343997,35.1356434292
22,220,0.03086080018318,0.0005510205970492,231.0,0.03242314307022,0.0005551025995374,231.0,0.03178365319372,0.000460582398955,231.0,0.02821259218802,0.0006072510001102001,231.0,0.019836705780220003,0.0003577444014808,231.0,0.028623378883072,0.00050634019942652,0.03191944130084,0.0010154671996136,231.0,0.09165794955978,0.10818196639962001,16172.400000000001,0.09203944166228,0.07572526800104,14590.800000000001,0.09396347671628,0.07620189480076,12701.599999999999,0.07902763013838,0.06463114000216,13327.4,0.08463343607769999,0.0569630317994,11182.6,0.09136634900692,0.054062210195139994,8536.0,0.05830964486138,0.030926094604020002,10564.0,0.05943688145102,0.02943239900012,7776.0,0.0582471267316,0.023842046400020002,4376.599999999999,0.07874243735614889,0.05777400568914222,0.03420398762246,36.0054319388,25200.0,0.02322808453658,35.5129800312,25200.0,0.0227087852065,36.9168523388,25200.0,0.021885638513319997,37.2606861882,25200.0,0.02279040610916,37.9206304158,25200.0,0.024963380397603995,36.72331618256
23,230,0.031243164709640003,0.0005698375967768,241.0,0.0328441426278,0.0005761075994088,241.0,0.03220769740192,0.0004721789984614,241.0,0.028478554484199996,0.0006295688002866001,241.0,0.02006006127134,0.00037619720096700003,241.0,0.028966724098979997,0.00052477803918012,0.03257904670696,0.0010579146000969997,241.0,0.09164464922773999,0.11146343239925999,16867.6,0.09037460344920001,0.07896742260056,15219.0,0.09272878234012,0.07876306020044,13247.400000000001,0.07963154119024,0.06719821300175999,13907.2,0.08406237527152001,0.05924748419928,11665.2,0.09389079025256,0.05588564399514,8902.0,0.05734128207044,0.03235962100336,11015.400000000001,0.06141503148476,0.030516350400300006,8107.6,0.05854621547072,0.0246972023997,4563.4,0.07884836341747778,0.059899825577755555,0.034926328316260004,37.58296579940001,26300.0,0.02285381864386,37.0348127716,26300.0,0.02208670058904,38.5331934444,26300.0,0.022611452233659998,38.874145362600004,26300.0,0.022426641679019997,39.5802906362,26300.0,0.024980988292368004,38.32108160284
24,240,0.0314386812834,0.0005869769971467999,251.0,0.03298618455642,0.0006038959989384,251.0,0.03234363861094,0.0004899751984337999,251.0,0.028695736624339996,0.0006459060001368,251.0,0.020415845698679998,0.0003936284007068,251.0,0.029176017354756,0.00054407651907252,0.032697467100640004,0.0010857025998123999,251.0,0.08910280379273999,0.11504064759973998,17565.4,0.09288278692518001,0.08179727820062001,15851.400000000001,0.09504058042324,0.08105429580028001,13794.2,0.07931315292602001,0.0696400578021,14487.0,0.08432848036966,0.06188173019908,12145.6,0.09128767374013999,0.057635778795180004,9271.6,0.05804194949182001,0.03383523040392,11472.0,0.06066154277814001,0.03315117959974,8440.0,0.059217893510160005,0.02571835739982,4748.0,0.07887520710634444,0.06219495064449777,0.03484470459826,39.0994704604,27400.0,0.022448004685460002,38.5650306376,27400.0,0.02309681046692,40.13856535720001,27400.0,0.02286519017504,40.48681874139999,27400.0,0.022763136752239996,41.2467040744,27400.0,0.025203569335584,39.9073178542
