Iteration,BACKPROP_train,RHC_train,SA0.15_train,SA0.35_train,SA0.55_train,SA0.7_train,SA0.95_train,GA_50_20_20_train,GA_50_20_10_train,GA_50_10_20_train,GA_50_10_10_train,BACKPROP_test,RHC_test,SA0.15_test,SA0.35_test,SA0.55_test,SA0.7_test,SA0.95_test,GA_50_20_20_test,GA_50_20_10_test,GA_50_10_20_test,GA_50_10_10_test,BACKPROP_time,RHC_time,SA0.15_time,SA0.35_time,SA0.55_time,SA0.7_time,SA0.95_time,GA_50_20_20_time,GA_50_20_10_time,GA_50_10_20_time,GA_50_10_10_time
1160,95.58086084,72.68073548,79.27287923,79.78478897,76.29544505,73.68366068,40.12745508,76.13873799,76.1700794,76.11784371,78.12369411,81.1464223,72.54825502,78.86527588,79.68414896,75.92123221,73.40612205,39.92981088,76.29167479,76.1941899,74.82940144,78.22187561,862.6671591,308.3380721,315.3468816,252.7219972,315.8373266,308.4924565,312.2304542,7627.956109,7207.60626,6549.521382,4799.933811
1170,95.61220226,72.79565399,79.01170079,79.92060176,76.37902215,74.19557041,39.57375679,76.19097367,76.20142081,76.15963226,78.343084,81.20491324,72.80171573,78.61181517,79.66465198,76.05771105,73.79606161,39.01345291,76.38915968,76.29167479,74.77091051,78.53382726,870.5338962,311.0258746,318.11918,254.9144641,318.4853086,311.1230207,314.7628224,7694.410594,7263.442965,6604.511571,4845.747949
1180,95.61220226,72.93146678,79.61763477,79.82657752,76.62975345,74.25825324,40.50355203,76.22231509,76.15963226,76.14918512,78.61470957,81.16591928,72.76272178,78.92376682,79.84012478,76.25268083,73.99103139,40.20276857,76.3696627,76.21368688,75.00487424,78.96276077,878.5023538,313.6136969,320.959782,257.0782363,321.0802631,313.6698781,317.326946,7759.681569,7320.186623,6660.537281,4889.225039
1190,95.64354367,73.04638529,79.53405767,79.79523611,76.66109486,74.05975763,41.23485165,76.21186795,76.13873799,75.56414542,78.59381529,81.08793137,73.05517645,78.80678495,79.645155,76.48664457,73.93254046,40.96315071,76.38915968,76.25268083,74.22499513,78.70930006,886.1635567,316.326,323.948041,259.2410913,323.9127775,316.2975726,319.9236316,7821.736533,7377.415986,6718.305332,4932.368616
1200,95.65399081,73.10906812,79.56539908,80.13999164,76.97450898,74.40451316,41.49603009,76.19097367,76.24320936,76.13873799,78.45800251,81.06843439,72.93819458,78.96276077,80.21056736,76.89608111,74.12751024,41.2361084,76.38915968,76.29167479,74.45895886,78.35835446,894.1279128,319.1728668,326.756383,261.4065873,327.0262488,318.8230339,322.5680125,7888.371559,7433.537518,6773.930986,4976.927947
1210,95.65399081,73.2448809,79.53405767,80.15043878,76.97450898,74.51943168,41.93480986,76.1700794,76.14918512,75.87755955,78.20727121,81.12692533,73.23064925,79.04074868,80.19107038,76.8180932,74.36147397,41.54806005,76.33066875,76.17469292,74.45895886,78.04640281,902.6382839,322.0086143,329.5316447,263.5508174,330.0077362,321.2944656,325.4392693,7952.449968,7490.089603,6829.756559,5021.746706
1220,95.67488508,74.39406603,79.40869202,80.13999164,76.7551191,75.11491851,42.1959883,76.19097367,76.21186795,75.86711241,78.29084831,81.02944044,74.36147397,78.98225775,80.2690583,76.75960226,74.90738935,41.87950868,76.33066875,76.21368688,74.49795282,78.28036654,910.5557343,324.5992267,332.2436863,265.726033,333.4220352,323.7110975,328.1671801,8017.213956,7546.21374,6884.746125,5065.816712
1230,95.67488508,74.43585458,79.75344756,80.27580443,76.88048475,75.40743836,41.70497284,76.1700794,76.15963226,75.21938989,78.33263686,81.10742835,74.47845584,79.23571846,80.38604016,76.993566,75.10235913,41.39208423,76.3696627,76.17469292,74.41996491,78.22187561,919.539499,327.3192893,335.0683084,267.8817934,336.1854597,326.2181001,330.7672561,8082.576206,7601.404771,6939.830115,5107.916717
1240,95.69577936,74.48809026,79.93104889,80.53698287,76.91182616,75.74174676,42.32135395,76.11784371,76.1700794,75.07312996,78.21771835,81.10742835,74.65392864,79.54767011,80.46402808,76.95457204,75.53129265,41.89900565,76.07720803,76.23318386,73.73757068,78.00740885,928.5470109,330.0672519,337.7897896,270.0528568,338.8943199,328.9576494,333.4137458,8150.53827,7658.781335,6996.210155,5150.385282
1250,95.70622649,74.90597576,79.93104889,80.54743,76.97450898,75.6686168,42.71834517,76.11784371,76.18052654,75.68951107,77.94609277,81.02944044,75.27783194,79.62565802,80.60050692,76.95457204,75.37531683,42.34743615,76.1941899,76.17469292,74.36147397,78.16338468,938.3141944,332.64043,340.6344297,272.2253374,341.6708897,331.4700346,336.328738,8214.484083,7716.31007,7053.877639,5193.173453
1260,95.69577936,74.92687004,80.03552027,80.56832428,77.23568742,75.86711241,42.82281655,76.09694944,76.13873799,74.9164229,78.24905976,81.10742835,75.19984402,79.58666407,80.52251901,77.3445116,75.57028661,42.63989082,76.13569897,76.13569897,73.17215832,78.18288165,946.7120128,335.3784021,343.2756401,274.3915828,344.8553608,333.8543346,339.8168556,8278.719833,7771.547476,7109.46526,5231.913663
1270,94.90179691,74.97910573,79.71165901,80.59966569,77.53865441,75.9193481,43.08399499,76.13873799,76.13873799,75.4178855,78.343084,80.11308247,75.25833496,79.50867616,80.32754923,77.5199844,75.76525639,43.12731527,76.07720803,76.13569897,74.0690193,78.29986352,955.4885006,338.0780003,345.9513406,276.5456613,347.7584018,336.5413866,342.4349563,8342.516513,7826.81911,7167.045477,5274.83928
1280,95.67488508,75.07312996,79.85791893,80.69368993,77.507313,76.15963226,44.16005015,76.18052654,76.20142081,75.60593397,78.0923527,80.9709495,75.37531683,79.02125171,80.56151297,77.50048742,75.82374732,43.90719438,76.03821408,76.23318386,73.81555859,78.08539676,963.8813787,340.7901415,348.4999685,278.6910328,350.3408101,338.9903548,345.0842669,8406.70119,7882.732181,7224.167941,5317.324332
1290,95.69577936,75.0835771,79.94149603,80.7145842,77.61178437,75.96113665,44.1182616,76.15963226,76.14918512,75.40743836,78.13414125,81.10742835,75.3948138,78.94326379,80.52251901,77.79294209,75.82374732,43.79021252,75.97972314,76.17469292,73.99103139,78.02690583,972.7984451,343.5143234,351.2282534,280.8651544,352.9437904,341.5108273,347.7201217,8471.434892,7938.9763,7278.947334,5362.909896
1300,95.69577936,75.11491851,79.93104889,80.72503134,77.64312578,75.99247806,45.74801504,76.15963226,76.11784371,75.37609695,78.41621396,80.9709495,75.45330474,79.07974264,80.60050692,77.92942094,75.68726847,44.80405537,76.17469292,76.1941899,73.67907974,78.16338468,982.7912224,346.0584465,353.968575,283.0278231,355.5248968,343.9518624,350.3254289,8538.267722,7993.294359,7335.161014,5408.406761
1310,95.70622649,75.42833264,79.98328458,80.66234852,77.91475136,76.15963226,48.81947346,76.07605516,76.21186795,75.19849561,78.29084831,80.9709495,75.6677715,79.23571846,80.60050692,78.04640281,75.74575941,47.57262624,76.13569897,76.29167479,73.62058881,78.22187561,992.1146369,348.8715384,356.6892744,285.1910045,358.1671495,346.4183703,352.934377,8603.506749,8049.084276,7392.812945,5453.619327
1320,95.69577936,75.67906394,79.96239031,80.62055997,77.46552445,76.24320936,49.04931049,76.18052654,76.12829085,75.9193481,79.30422064,80.91245857,75.90173523,79.31370638,80.6200039,76.85708715,76.09670501,47.98206278,76.23318386,76.11620199,74.26398908,78.8457789,1000.742056,351.657058,359.4835669,287.3579607,360.8163553,349.1435821,355.5962571,8668.160268,8104.680381,7450.778324,5498.676889
1330,95.68533222,75.86711241,80.06686168,80.68324279,77.54910155,75.18804847,49.4149603,76.19097367,76.10739657,75.63727539,79.17885499,80.91245857,76.0187171,79.41119127,80.46402808,76.93507506,74.92688633,48.74244492,76.07720803,76.07720803,74.03002535,78.92376682,1009.34739,354.402151,362.0094359,289.5313883,363.4165528,352.0665,358.2708807,8732.388871,8160.457465,7507.186852,5543.587401
1340,95.69577936,75.9193481,79.99373172,80.82950272,77.51776013,76.32678646,49.04931049,76.11784371,76.11784371,76.03426661,79.16840786,80.85396764,76.03821408,79.25521544,80.6200039,76.95457204,75.88223825,48.27451745,76.07720803,76.13569897,74.53694677,79.02125171,1017.962143,357.0821816,364.5858497,291.7234377,366.068311,354.5699332,360.9693609,8797.522874,8216.252842,7564.312591,5588.707658
1350,95.72712077,76.01337234,79.88926034,80.78771417,77.507313,76.31633932,49.64479733,76.18052654,76.10739657,75.77308817,79.33556206,80.89296159,76.21368688,79.41119127,80.63950088,76.993566,76.25268083,48.78143888,76.1941899,76.11620199,74.12751024,79.09923962,1026.540463,359.8541081,367.071119,293.8941058,368.699685,357.0999369,363.7062798,8863.037209,8269.909926,7619.698974,5633.766263
1360,95.73756791,76.24320936,79.93104889,80.9653155,77.69536147,76.51483494,50.3343084,76.1700794,76.14918512,75.59548684,77.98788132,80.89296159,76.52563853,79.58666407,80.99044648,77.24702671,76.62312342,49.17137844,76.1941899,76.11620199,73.95203743,77.6954572,1035.103049,362.6159852,369.568049,296.0588258,371.3452464,359.5029278,366.5794337,8927.393868,8327.2359,7675.276298,5677.120761
1370,95.72712077,76.45215211,79.97283744,81.10112829,77.91475136,76.82824906,50.97158379,76.19097367,76.13873799,75.49101546,78.78186377,80.95145252,76.74010528,79.48917918,81.08793137,77.81243907,76.83759017,49.81477871,76.33066875,76.11620199,73.81555859,78.59231819,1044.71817,365.3219171,372.0749951,298.2102651,373.9122297,362.0646996,369.4080369,8992.782673,8385.112389,7732.902858,5722.325692
1380,95.73756791,76.77601337,80.20267447,81.08023402,78.14458838,76.97450898,51.19097367,76.21186795,76.1700794,75.0835771,79.21019641,80.93195555,77.01306298,79.8206278,81.1464223,78.24137259,76.75960226,49.95125756,76.29167479,76.29167479,73.87404952,78.68980308,1053.911791,368.0662815,374.9015175,300.3487855,376.5394061,364.5409523,372.1038443,9056.476299,8443.534863,7792.783056,5765.400965
1390,95.69577936,76.671542,80.08775595,81.01755119,78.18637693,77.1730046,51.95361471,76.15963226,76.14918512,75.3343084,78.99080652,81.04893741,76.91557809,79.68414896,81.28290115,78.33885748,76.79859622,50.94560343,76.31117177,76.27217781,73.93254046,78.74829401,1062.52151,370.8117006,377.4984339,302.5037056,379.1563876,367.1425387,374.7848009,9121.989058,8498.787241,7852.780912,5808.531851
1400,95.69577936,76.88048475,79.98328458,81.17425825,78.02966987,77.18345173,51.98495612,76.19097367,76.19097367,74.56122023,79.16840786,81.04893741,76.97406902,79.85962176,81.20491324,78.02690583,76.97406902,50.80912459,76.23318386,76.27217781,73.28914018,78.72879704,1070.985871,373.5293841,379.9765059,304.6463089,381.7846955,369.6090805,377.4774973,9185.399854,8553.755167,7909.765236,5851.101703
1410,95.70622649,76.93272043,80.17133305,81.11157543,78.24905976,77.24613456,52.507313,76.23276222,76.20142081,75.39699122,78.92812369,80.93195555,77.05205693,79.74263989,81.20491324,78.02690583,76.91557809,51.2380581,76.33066875,76.29167479,73.97153441,78.68980308,1079.485287,376.2148888,382.4965621,306.797334,384.4138203,372.0141497,380.0250709,9255.574981,8608.481924,7966.420928,5893.035649
1420,95.68533222,76.95361471,80.22356874,81.03844547,78.24905976,77.28792311,53.08190556,76.20142081,76.21186795,75.71040535,79.10572503,80.95145252,76.85708715,79.97660363,81.24390719,78.22187561,76.91557809,51.88145837,76.27217781,76.25268083,74.14700721,78.76779099,1087.958916,378.958262,385.139668,308.9843913,387.0373243,374.5027082,382.6221956,9324.01474,8663.119295,8025.114081,5934.947684
1430,95.69577936,77.0894275,78.56247388,81.0488926,78.33263686,77.31926452,53.18637693,76.15963226,76.21186795,75.73129962,78.94901797,80.91245857,76.62312342,77.28602067,81.30239813,78.10489374,76.83759017,51.88145837,76.15519594,76.25268083,74.28348606,78.88477286,1096.37857,381.6479313,387.6211034,311.1272243,389.6590003,376.8996988,385.2000634,9388.749156,8717.598337,8080.20919,5979.10998
1440,95.73756791,77.16255746,80.40117008,80.93397409,78.47889678,77.63267865,53.49979106,76.21186795,76.19097367,75.02089428,78.60426243,80.89296159,76.75960226,79.89861571,81.24390719,78.39734841,77.11054787,52.32988887,76.31117177,76.23318386,73.26964321,78.39734841,1104.735808,384.3284061,390.2479512,313.2414429,392.2720703,379.2850377,387.8070488,9454.09073,8772.002146,8137.355866,6019.38372
1450,95.73756791,77.44463017,80.50564145,81.00710405,78.75052236,77.52820727,54.07438362,76.18052654,76.18052654,75.15670706,79.09527789,80.89296159,76.95457204,80.01559758,81.34139208,78.45583934,77.14954182,52.93429518,76.33066875,76.31117177,73.73757068,78.8457789,1113.213556,387.009426,392.9198853,315.4025227,394.8738194,381.9165708,390.422323,9518.983919,8826.505202,8191.988782,6063.371517
1460,95.73756791,77.43418303,80.57877142,81.10112829,78.56247388,77.7580443,54.08483076,76.20142081,76.22231509,75.32386126,78.69828667,80.89296159,77.03255995,79.89861571,81.26340417,78.47533632,77.57847534,52.77831936,76.31117177,76.29167479,73.67907974,78.37785143,1121.666253,389.6657237,395.5433817,317.5461784,397.5105356,384.5890742,393.0992203,9583.250404,8881.540503,8247.299895,6104.695697
1470,95.74801504,77.68491433,80.62055997,81.26828249,78.63560384,77.88340995,54.33556206,76.19097367,76.19097367,75.21938989,79.21019641,80.9709495,77.20803275,79.97660363,81.38038604,78.53382726,77.65646325,53.03178007,76.11620199,76.25268083,73.64008579,78.6703061,1130.090073,392.1508781,398.2478476,319.7434502,400.1202175,387.1084739,395.69311,9647.738962,8936.807372,8305.062371,6147.781739
1480,95.74801504,77.71625575,80.67279565,81.26828249,78.64605098,78.02966987,55.13999164,76.22231509,76.14918512,75.2507313,79.28332637,81.04893741,77.14954182,79.95710665,81.34139208,78.39734841,77.6954572,53.75316826,76.27217781,76.23318386,73.8935465,78.78728797,1138.476559,394.7685277,400.8839588,321.9159286,402.7220851,389.7474084,398.4177981,9713.596762,8992.278938,8360.824276,6190.339761
1490,95.71667363,78.07145842,80.70413707,81.28917677,78.71918094,78.01922273,55.95486837,76.20142081,76.20142081,75.5014626,79.12661931,80.9709495,77.5199844,79.76213687,81.38038604,78.43634237,77.75394814,54.63053227,76.31117177,76.27217781,74.04952232,79.13823357,1146.897016,397.2795494,403.5612059,324.0968572,405.3323592,392.3450896,401.065434,9779.245711,9049.618416,8417.868985,6231.411809
1500,95.64354367,78.15503552,80.58921855,81.11157543,78.44755537,78.07145842,55.92352695,76.19097367,76.18052654,75.55369829,78.87588801,81.1464223,77.81243907,80.03509456,81.24390719,77.71495418,77.89042698,54.65002925,76.31117177,76.25268083,74.47845584,78.43634237,1155.340828,399.8125339,406.0139367,326.2264887,407.9820705,395.2335222,404.3509057,9846.951004,9107.330327,8473.975259,6267.783964
1510,95.70622649,78.2595069,80.6310071,81.33096532,78.48934392,78.343084,55.91307982,76.19097367,76.18052654,75.43877977,79.06393648,81.12692533,77.81243907,79.84012478,81.51686489,77.94891792,78.29986352,54.6890232,76.27217781,76.1941899,73.91304348,78.88477286,1165.538963,402.4252163,408.7203318,328.3773369,410.602868,397.8291739,407.3154945,9913.46089,9164.309559,8528.289743,6306.237598
1520,95.67488508,78.343084,80.65190138,81.31007104,78.58336816,78.24905976,57.19807773,76.18052654,76.13873799,75.20894275,79.25198496,81.08793137,77.81243907,79.84012478,81.51686489,77.89042698,78.10489374,56.42425424,76.29167479,76.1941899,73.8935465,78.80678495,1174.791416,405.0338249,411.3283139,330.5558798,413.1939252,400.7871548,410.111578,9979.049569,9220.153956,8581.623138,6344.271194
1530,95.71667363,78.42666109,80.40117008,81.33096532,78.89678228,78.37442541,60.01880485,76.18052654,76.1700794,76.1700794,79.28332637,81.00994346,77.77344512,79.70364593,81.57535582,78.12439072,78.20237863,59.27081302,76.25268083,76.23318386,74.92688633,78.98225775,1183.488492,407.5792768,413.9025375,332.7002587,416.0180331,403.5139471,412.8356604,10045.97091,9276.195096,8636.10791,6381.187962
1540,95.77935646,78.30129545,80.50564145,81.43543669,78.88633514,78.0087756,61.00083577,76.22231509,76.22231509,75.76264104,78.86544087,80.93195555,77.94891792,79.76213687,81.45837395,78.04640281,77.92942094,60.30415286,76.29167479,76.23318386,74.53694677,78.88477286,1192.742687,410.0932761,416.4876363,334.8902574,418.938364,406.3002541,415.4831501,10109.53307,9332.159381,8691.418725,6417.96961
1550,95.73756791,78.343084,80.58921855,81.48767238,78.91767656,78.08190556,61.73213539,76.1700794,76.29544505,75.30296699,79.00125366,81.02944044,77.94891792,79.87911874,81.57535582,78.10489374,77.81243907,60.8890622,76.29167479,76.35016572,73.97153441,78.59231819,1201.529448,412.6947743,419.0122315,337.041114,421.6497372,409.4712716,418.3874434,10175.18189,9387.309583,8747.312299,6455.077294
1560,95.78980359,78.32218972,80.53698287,81.44588383,78.90722942,78.42666109,62.24404513,76.21186795,76.26410364,75.51190974,79.06393648,80.99044648,77.75394814,79.66465198,81.49736791,78.26086957,78.29986352,61.39598362,76.25268083,76.25268083,74.04952232,78.88477286,1210.150912,415.1809457,421.7621463,339.2039672,424.8921811,412.2561724,420.9985351,10239.45055,9443.829906,8802.325385,6493.080956
1570,95.67488508,78.55202674,80.52653573,81.50856665,79.36690347,78.44755537,62.28583368,76.18052654,76.20142081,75.5850397,79.10572503,81.20491324,77.9684149,79.80113082,81.49736791,79.35270033,78.26086957,61.53246247,76.31117177,76.1941899,74.40046793,78.80678495,1218.804379,417.7734004,424.3824022,341.3630665,427.6891941,414.9738136,423.5943463,10305.16408,9499.830689,8857.276298,6528.308428
1580,95.74801504,78.58336816,80.49519432,81.44588383,79.13706644,78.51023819,63.40367739,76.19097367,76.19097367,76.0029252,79.06393648,81.12692533,77.90992396,79.9961006,81.65334373,79.07974264,78.16338468,62.60479626,76.29167479,76.17469292,74.8683954,78.94326379,1227.426856,420.2700493,426.9567731,343.5372052,430.4101217,417.7603222,426.2456468,10369.56752,9555.066231,8912.296362,6564.60303
1590,95.75846218,78.49979106,80.7145842,81.57124948,79.23109068,78.45800251,64.37526118,76.20142081,76.23276222,76.05516089,79.09527789,80.99044648,77.9684149,80.03509456,81.75082862,78.72879704,78.1438877,63.26769351,76.31117177,76.27217781,75.06336518,78.80678495,1235.917737,422.9248142,429.4740479,345.7174807,433.1220868,420.3007617,428.8630699,10437.02173,9610.809831,8969.057011,6601.729709
1600,95.74801504,78.49979106,80.65190138,81.5503552,79.14751358,78.41621396,64.6050982,76.1700794,76.23276222,76.14918512,78.86544087,81.00994346,78.02690583,80.23006434,81.69233769,78.98225775,78.00740885,63.32618444,76.23318386,76.17469292,75.25833496,78.6703061,1244.361027,425.4782204,431.9769786,347.8733596,435.7614027,423.09476,431.5480973,10502.56005,9665.827402,9027.030846,6638.475792
1610,95.71667363,78.51023819,80.57877142,81.69661513,79.33556206,78.49979106,64.81404095,76.14918512,76.26410364,76.18052654,78.88633514,80.95145252,78.06589979,80.11308247,81.86781049,79.23571846,78.20237863,63.59914213,76.29167479,76.1941899,75.00487424,78.57282121,1252.840974,428.0411858,434.5654149,350.0161485,438.4371272,425.6741951,434.128994,10571.00054,9721.403078,9083.549283,6675.678753
1620,95.78980359,78.75052236,80.54743,81.69661513,79.32511492,78.55202674,65.16924363,76.19097367,76.20142081,76.48349352,78.81320518,80.93195555,78.51433028,80.21056736,81.90680445,79.33320335,78.26086957,63.81360889,76.25268083,76.21368688,75.43380776,78.70930006,1261.344207,430.6101545,437.052568,352.1867969,441.1270303,428.0971008,436.8499249,10636.39121,9789.100853,9138.522101,6713.656073
1630,95.82114501,78.82365232,80.52653573,81.69661513,79.41913916,78.62515671,65.58712913,76.15963226,76.22231509,76.37902215,78.92812369,81.12692533,78.65080912,80.13257945,82.00428934,79.39169429,78.70930006,64.24254241,76.27217781,76.25268083,75.18034705,78.88477286,1269.879803,433.101537,439.5639438,354.3410595,443.765378,430.5066515,439.4724218,10704.25413,9853.915439,9194.341936,6750.785355
1640,95.78980359,78.80275804,80.48474718,81.75929795,79.47137484,78.58336816,65.98412035,76.13873799,76.22231509,76.39991642,78.79231091,81.12692533,78.65080912,80.13257945,82.10177422,79.45018522,78.55332423,64.47650614,76.07720803,76.25268083,75.29732891,78.88477286,1278.319427,435.5095758,442.3556822,356.6417104,446.4347168,432.9259254,442.1170583,10767.83919,9922.219501,9250.073871,6788.528937
1650,95.82114501,78.84454659,80.51608859,81.76974509,79.78478897,78.74007522,66.73631425,76.20142081,76.19097367,76.64020059,78.91767656,80.95145252,78.82628193,80.17157341,82.00428934,79.78163385,78.70930006,65.2173913,76.27217781,76.23318386,75.62877754,78.72879704,1286.749083,437.943526,444.9139532,358.8353045,449.0966705,435.3349969,444.7405365,10831.21575,9992.305875,9303.521018,6825.606488
1660,95.83159214,78.86544087,80.67279565,81.84287505,79.73255328,78.71918094,67.22732971,76.13873799,76.19097367,76.13873799,78.83409946,81.00994346,78.72879704,80.17157341,82.10177422,79.85962176,78.65080912,65.62682784,76.29167479,76.17469292,75.08286216,78.80678495,1295.228215,440.4527057,447.469856,360.9940806,451.7421461,437.7669257,447.3576843,10897.55417,10050.92999,9357.752779,6862.593916
1670,95.81069787,78.90722942,80.75637275,81.82198078,79.62808191,78.53113247,67.68700376,76.13873799,76.19097367,76.14918512,78.85499373,80.9709495,78.8457789,80.07408852,82.04328329,79.8206278,78.65080912,66.13374927,76.25268083,76.1941899,74.94638331,78.86527588,1303.645141,442.8583675,449.9254583,363.1400852,454.3991958,440.1184539,449.9823378,10962.37162,10115.83119,9414.876899,6900.708221
1680,95.81069787,78.92812369,80.75637275,81.83242791,79.71165901,78.75052236,67.89594651,76.12829085,76.1700794,76.46259925,78.53113247,81.00994346,78.86527588,79.95710665,82.04328329,79.8206278,78.80678495,66.48469487,76.15519594,76.1941899,75.19984402,78.55332423,1312.098572,445.3045652,452.4625913,365.314197,457.0829894,442.7939571,452.5410339,11031.40656,10187.54524,9470.65174,6937.69442
1690,95.78980359,79.04304221,80.74592562,81.73840368,79.93104889,79.06393648,69.0346845,76.14918512,76.23276222,75.82532386,78.99080652,80.99044648,78.72879704,80.07408852,81.92630142,80.24956132,78.82628193,67.57652564,76.27217781,76.29167479,75.08286216,78.98225775,1320.550705,447.7852709,455.1596131,367.4775968,459.7785234,445.5730946,455.1524064,11099.16713,10257.10393,9529.939393,6973.942006
1700,95.77935646,79.21019641,80.77726703,81.83242791,80.01462599,78.96991224,69.29586293,76.14918512,76.21186795,76.21186795,79.04304221,80.93195555,78.78728797,80.17157341,81.98479236,80.23006434,78.8457789,67.67401053,76.1941899,76.25268083,75.12185611,78.8457789,1328.997593,450.2746956,457.683347,369.671316,462.5221738,448.2457737,457.8149736,11165.46981,10323.29092,9590.162293,7011.472383
1710,95.75846218,79.18930213,80.74592562,81.79063936,80.02507313,79.09527789,70.19431676,76.1700794,76.26410364,76.37902215,78.61470957,80.81497368,78.90426984,80.21056736,81.98479236,80.36654319,79.09923962,68.92181712,76.29167479,76.27217781,75.25833496,78.3193605,1337.401169,452.7107076,460.198391,371.8409955,465.2392753,451.1064678,460.4672919,11228.54012,10392.94122,9648.918083,7047.567857
1720,95.70622649,79.08483076,80.72503134,81.93689929,80.06686168,79.15796072,70.44504806,76.15963226,76.29544505,76.4208107,79.01170079,80.89296159,78.78728797,80.36654319,82.1212712,80.38604016,79.45018522,69.37024761,76.23318386,76.27217781,75.16085007,78.63131215,1345.849047,455.2773741,462.8965127,374.0138776,467.9374418,453.8247796,463.0534148,11293.18468,10463.1701,9704.927509,7085.916386
1730,95.76890932,79.16840786,80.80860844,81.93689929,79.94149603,79.17885499,70.63309653,76.14918512,76.24320936,76.28499791,78.85499373,80.73698577,78.78728797,80.48352505,81.9457984,80.32754923,79.41119127,69.74069019,76.23318386,76.27217781,75.37531683,78.55332423,1354.224333,457.8238982,465.4557187,376.1965242,470.6187028,456.3540999,465.6699273,11359.44516,10526.62325,9762.375563,7123.044154
1740,95.82114501,79.13706644,80.89218554,82.18763059,80.1295445,79.23109068,70.98829921,76.18052654,76.28499791,76.43125784,78.93857083,80.69799181,78.82628193,80.36654319,82.10177422,80.23006434,79.48917918,70.07213882,76.27217781,76.31117177,75.53129265,78.72879704,1362.604703,460.4379186,467.8870305,378.3599033,473.3044219,458.8567713,468.2986273,11421.64272,10583.58496,9820.521128,7159.207269
1750,95.82114501,79.09527789,80.98620978,82.17718345,80.15043878,79.10572503,71.03008776,76.13873799,76.27455077,76.51483494,78.86544087,80.75648275,78.72879704,80.15207643,82.16026516,80.34704621,79.31370638,69.72119322,76.29167479,76.29167479,75.35581985,78.70930006,1371.096028,463.0173953,470.3914964,380.5041254,475.949693,461.5286755,471.0208921,11487.44829,10639.50236,9877.900004,7196.842085
1760,95.75846218,79.28332637,81.01755119,81.99958211,80.19222733,79.11617217,71.11366486,76.11784371,76.27455077,77.35060593,78.80275804,80.83447066,79.06024566,80.13257945,81.92630142,80.4445311,79.66465198,70.03314486,76.21368688,76.29167479,76.3696627,78.74829401,1379.546505,465.6576086,472.8797042,382.6491486,478.6564516,464.6594674,474.0645034,11550.34723,10707.08693,9937.039942,7233.734923
1770,95.81069787,79.35645633,81.08023402,82.20852486,80.41161722,79.32511492,71.68825742,76.14918512,76.21186795,76.99540326,78.64605098,80.89296159,79.07974264,79.9961006,81.98479236,80.69799181,79.06024566,70.54006629,76.1941899,76.31117177,76.3696627,78.55332423,1387.998879,468.2437235,475.5249347,384.7896091,481.3100809,467.9949165,476.9520743,11614.20423,10773.98696,9989.495493,7272.12689
1780,95.85248642,79.51316339,81.09068115,82.18763059,80.2966987,79.44003343,71.84496448,76.12829085,76.26410364,76.4208107,78.59381529,80.9709495,79.06024566,80.13257945,82.02378631,80.42503412,79.2942094,70.75453305,76.07720803,76.27217781,75.72626243,78.39734841,1396.612559,470.8281999,478.0799999,386.9712236,483.8996522,470.809277,479.6242834,11679.40201,10841.49231,10045.65684,7309.013671
1790,95.82114501,79.51316339,80.94442123,82.20852486,80.13999164,79.47137484,71.95988299,76.09694944,76.26410364,76.97450898,78.75052236,80.91245857,79.06024566,80.01559758,81.96529538,80.24956132,79.15773055,70.91050887,76.0187171,76.29167479,76.46714759,78.63131215,1405.044312,473.4340348,480.5821731,389.1297708,486.7372081,473.8079831,482.3351084,11744.56954,10906.60522,10102.03707,7347.1685
1800,95.80025073,79.54450481,81.02799833,82.14584204,80.28625157,79.56539908,71.8240702,76.10739657,76.24320936,76.66109486,78.95946511,80.93195555,79.06024566,79.97660363,81.92630142,80.4445311,79.45018522,70.91050887,75.99922012,76.27217781,75.96022616,78.6703061,1413.508128,476.0035603,483.134497,391.2904932,489.3530307,476.8878345,485.1172727,11809.59276,10966.96595,10157.01983,7387.754507
1810,95.83159214,79.65942332,81.08023402,82.18763059,80.33848725,79.33556206,72.64939407,76.1700794,76.27455077,76.70288341,78.65649812,80.95145252,79.1187366,79.97660363,81.96529538,80.42503412,79.54767011,71.5929031,76.27217781,76.29167479,76.07720803,78.41684539,1421.992686,478.5081076,485.8425152,393.4611406,491.9519255,479.8965006,487.7310841,11875.40084,11029.74996,10213.72772,7428.085143
1820,95.84203928,79.52361053,81.15336398,82.29210196,80.30714584,79.72210614,72.90012537,76.1700794,76.15963226,76.84914333,78.78186377,80.99044648,79.13823357,80.19107038,81.92630142,80.58100994,79.80113082,71.80736986,76.15519594,76.21368688,76.05771105,78.47533632,1430.437098,480.9448165,488.5445006,395.633673,494.5931735,482.6492442,490.3399553,11940.04833,11094.75291,10266.75318,7465.981565
1830,95.86293356,79.55495194,81.36230673,82.29210196,80.40117008,79.88926034,73.00459674,76.21186795,76.12829085,77.05808608,79.03259507,80.99044648,79.09923962,80.40553714,82.04328329,80.65899786,80.07408852,71.9438487,76.27217781,76.23318386,76.23318386,78.70930006,1438.956118,483.4394527,491.3891326,397.7568709,497.2651999,485.4382935,492.9762503,12006.13292,11160.58758,10324.11739,7507.375096
