Iteration,BACKPROP_train,RHC_train,SA0.15_train,SA0.35_train,SA0.55_train,SA0.7_train,SA0.95_train,GA_50_20_20_train,GA_50_20_10_train,GA_50_10_20_train,GA_50_10_10_train,BACKPROP_test,RHC_test,SA0.15_test,SA0.35_test,SA0.55_test,SA0.7_test,SA0.95_test,GA_50_20_20_test,GA_50_20_10_test,GA_50_10_20_test,GA_50_10_10_test,BACKPROP_time,RHC_time,SA0.15_time,SA0.35_time,SA0.55_time,SA0.7_time,SA0.95_time,GA_50_20_20_time,GA_50_20_10_time,GA_50_10_20_time,GA_50_10_10_time
2490,96.11366486,81.6339323,82.36523193,83.18010865,82.43836189,81.85332219,78.76096949,76.23276222,76.28499791,77.6744672,78.23861262,80.7954767,81.02944044,81.02944044,82.49171378,82.10177422,81.51686489,77.55897836,76.25268083,76.31117177,76.77909924,78.6703061,2011.624029,650.2334328,661.2815985,557.2187412,677.8373579,668.4365,669.5689001,16324.4412,15447.09129,14034.09178,10214.22725
2500,96.14500627,81.73840368,82.33389051,83.2218972,82.4697033,81.79063936,78.77141663,76.21186795,76.19097367,76.91182616,78.28040117,80.73698577,81.02944044,81.08793137,82.41372587,82.1212712,81.53636186,77.6954572,76.25268083,76.1941899,76.50614155,79.04074868,2019.874963,652.8116204,663.9147033,560.0022858,680.4397452,671.1920377,672.1521467,16393.30581,15517.89533,14090.74663,10258.03165
2510,96.10321772,81.83242791,82.40702048,83.21145006,82.3861262,81.86376933,78.80275804,76.20142081,76.24320936,77.58044296,78.37442541,80.73698577,80.93195555,80.93195555,82.47221681,82.02378631,81.55585884,77.73445116,76.25268083,76.27217781,76.93507506,78.6703061,2028.906593,655.2525154,666.3966763,562.8415407,682.9724249,673.9602433,674.8077975,16460.39277,15582.04411,14147.60818,10300.87977
2520,96.12411199,81.8010865,82.26076055,83.26368575,82.54283326,81.91600501,78.82365232,76.19097367,76.31633932,77.01629753,78.22816548,80.65899786,80.93195555,80.83447066,82.45271983,82.27724703,81.53636186,77.65646325,76.23318386,76.31117177,76.21368688,78.90426984,2037.498534,657.8163115,668.9319866,565.4037126,685.6073457,676.6768065,677.4830727,16525.0474,15644.82405,14202.67543,10347.16072
2530,96.13455913,81.85332219,82.4697033,83.19055579,82.4697033,81.89511074,78.89678228,76.20142081,76.27455077,77.36105307,78.51023819,80.67849483,81.02944044,80.9709495,82.45271983,82.19925911,81.55585884,77.81243907,76.21368688,76.31117177,76.46714759,78.88477286,2046.037404,660.3765711,671.4714095,567.9073847,688.2269587,679.4136842,680.0964214,16588.5898,15706.61832,14258.62062,10391.51859
2540,96.14500627,81.94734643,82.49059758,83.33681571,81.9682407,81.99958211,78.89678228,76.21186795,76.24320936,77.3401588,78.12369411,80.67849483,81.04893741,81.02944044,82.62819263,82.25775005,81.61434978,77.81243907,76.27217781,76.31117177,76.89608111,78.65080912,2054.630517,662.8642493,674.0027573,570.5881293,690.814133,682.1276579,682.7174209,16652.71324,15767.09709,14314.27183,10435.63264
2550,96.12411199,81.91600501,82.51149185,83.15921438,82.49059758,82.02047639,78.91767656,76.21186795,76.28499791,77.21479315,78.24905976,80.65899786,81.06843439,81.06843439,82.72567752,82.23825307,81.55585884,77.89042698,76.27217781,76.31117177,76.72060831,78.51433028,2063.326567,665.4250872,676.5602296,573.223533,693.4129724,684.8827557,685.3939291,16718.24083,15825.16494,14369.5624,10477.78043
2560,96.10321772,81.18470539,82.50104471,83.25323861,82.15628918,81.97868784,78.92812369,76.1700794,76.26410364,77.32971166,78.33263686,80.67849483,80.95145252,81.08793137,82.66718659,82.1212712,81.61434978,78.10489374,76.31117177,76.31117177,76.66211737,78.88477286,2071.880324,667.886277,678.9765855,575.9114475,696.0319268,687.7169129,688.0288077,16786.08627,15884.01661,14429.1653,10520.81356
2570,96.13455913,81.72795654,82.42791475,83.23234434,82.3861262,82.01002925,78.70873381,76.15963226,76.27455077,77.49686586,78.1759298,80.65899786,81.20491324,81.04893741,82.62819263,82.14076818,81.55585884,77.98791187,76.25268083,76.33066875,76.48664457,78.53382726,2080.413673,670.4421517,681.5146871,578.9729343,698.6293417,690.4744494,690.7475119,16851.88888,15945.87203,14485.27867,10565.96995
2580,96.15545341,81.82198078,82.48015044,83.34726285,82.42791475,82.03092353,79.09527789,76.19097367,76.30589219,77.61178437,78.49979106,80.67849483,81.32189511,81.69233769,82.66718659,82.06278027,81.55585884,78.28036654,76.25268083,76.33066875,76.62312342,78.78728797,2088.93779,672.8831361,684.075642,581.7724836,701.3063558,693.1590333,693.4393969,16915.54185,16006.25414,14543.97138,10611.1912
2590,96.15545341,81.81153364,82.62641036,83.2218972,82.45925616,82.03092353,79.16840786,76.19097367,76.2536565,77.32971166,78.45800251,80.67849483,81.30239813,81.45837395,82.64768961,82.1212712,81.47787093,78.18288165,76.25268083,76.27217781,76.75960226,78.68980308,2097.519609,675.355211,686.6011817,584.541535,703.8630506,695.9238931,696.0604931,16982.47051,16065.92356,14600.75826,10655.70269
2600,96.15545341,81.81153364,82.41746761,83.39949854,82.43836189,82.08315921,79.28332637,76.20142081,76.26410364,77.7580443,78.26995403,80.63950088,81.41938,81.57535582,82.72567752,82.14076818,81.51686489,78.26086957,76.21368688,76.31117177,76.93507506,78.70930006,2106.109789,677.848374,689.2291913,587.4111636,706.4958444,698.7025353,698.742793,17048.49137,16127.12357,14657.12206,10700.77506
2610,96.13455913,81.81153364,82.51149185,83.39949854,82.45925616,82.0518178,79.26243209,76.21186795,76.26410364,77.66402006,78.35353113,80.63950088,81.41938,81.53636186,82.78416845,82.296744,81.63384675,78.4948333,76.25268083,76.29167479,77.1690388,78.47533632,2114.720153,680.2952686,691.7591742,590.4093089,709.0872466,701.4818595,701.3871342,17113.60713,16188.08977,14713.53767,10744.94876
2620,96.15545341,81.8010865,82.4697033,83.44128709,82.45925616,81.92645215,78.83409946,76.21186795,76.2536565,77.73715002,78.33263686,80.65899786,81.45837395,81.38038604,82.7451745,82.296744,81.7703256,78.08539676,76.21368688,76.31117177,77.09105089,78.76779099,2123.271648,682.734632,694.2521077,592.9686337,711.6740434,704.2435667,704.1052239,17181.25508,16250.55443,14769.76259,10784.94271
2630,96.15545341,81.6339323,82.50104471,83.46218136,82.4697033,82.03092353,79.51316339,76.19097367,76.27455077,77.55954868,78.343084,80.67849483,81.34139208,81.43887697,82.66718659,82.06278027,81.78982258,79.04074868,76.29167479,76.31117177,77.11054787,78.59231819,2131.79793,685.1919713,696.7050439,595.9721229,714.3368829,706.9944238,707.2291395,17246.83413,16310.89582,14825.70362,10827.83981
2640,96.17634768,81.81153364,82.59506895,83.56665274,82.54283326,82.08315921,79.40869202,76.14918512,76.2536565,77.7580443,78.20727121,80.56151297,81.24390719,81.71183467,82.82316241,82.19925911,81.7703256,79.00175473,76.23318386,76.31117177,76.87658413,78.35835446,2140.319636,687.7670836,699.4123466,598.518651,716.9898902,709.7131495,710.6996832,17310.59914,16372.53719,14885.74959,10872.85538
2650,96.13455913,81.85332219,82.66819891,83.52486419,82.58462181,82.07271208,79.37735061,76.22231509,76.26410364,77.70580861,78.59381529,80.6200039,81.30239813,81.67284071,83.01813219,82.1212712,81.57535582,78.86527588,76.31117177,76.31117177,77.22752973,79.1187366,2148.841652,690.317227,702.0127537,601.1427586,719.6301936,712.4531222,713.4974259,17376.43113,16434.36148,14944.49126,10920.1958
2660,96.13455913,81.87421646,82.66819891,83.54575846,82.56372754,82.08315921,79.52361053,76.20142081,76.24320936,77.74759716,78.44755537,80.65899786,81.57535582,81.47787093,82.86215637,82.25775005,81.5948528,78.96276077,76.27217781,76.33066875,77.5199844,78.59231819,2157.416252,692.9314276,704.5496042,603.4561449,722.1543035,715.1959889,716.3373238,17441.01582,16494.0022,15000.39525,10963.51494
2670,96.16590054,81.87421646,82.68909319,83.4726285,82.59506895,82.17718345,79.50271626,76.23276222,76.30589219,77.58044296,78.68783953,80.63950088,81.49736791,81.41938,82.90115032,82.14076818,81.53636186,78.80678495,76.29167479,76.31117177,76.91557809,78.88477286,2165.957199,695.4681985,707.062225,606.0117129,724.7967315,717.9533853,719.0851063,17506.11449,16555.94117,15058.16974,11007.47217
2680,96.14500627,81.90555788,82.66819891,83.51441705,82.56372754,82.15628918,79.74300042,76.23276222,76.26410364,77.77893857,78.28040117,80.63950088,81.39988302,81.36088906,82.95964126,82.1212712,81.63384675,79.07974264,76.29167479,76.33066875,76.85708715,78.37785143,2174.467668,697.9911789,709.6313993,608.4918734,727.3790534,720.6877289,721.9326667,17572.29643,16617.87564,15116.58941,11050.73303
2690,96.12411199,81.86376933,82.64730464,83.46218136,80.81905558,82.09360635,79.73255328,76.20142081,76.18052654,77.36105307,77.98788132,80.71748879,81.38038604,81.36088906,83.05712615,80.40553714,81.57535582,79.06024566,76.29167479,76.1941899,76.89608111,78.04640281,2182.999506,700.6249099,712.2553107,610.9542408,730.0009945,723.4786942,724.6923901,17638.01474,16676.52463,15172.19951,11096.14889
2700,96.13455913,81.81153364,82.27120769,83.5562056,82.56372754,82.20852486,79.82657752,76.20142081,76.26410364,77.65357292,78.45800251,80.71748879,81.43887697,81.36088906,83.0961201,82.27724703,81.41938,79.1187366,76.27217781,76.33066875,77.1690388,78.63131215,2191.530792,703.1503019,714.8013873,613.4301722,732.711232,726.207948,727.4784994,17703.54076,16737.77031,15228.35449,11139.0478
2710,96.13455913,81.85332219,82.52193899,83.58754701,82.4697033,82.31299624,79.83702466,76.20142081,76.26410364,77.76849143,78.31174258,80.75648275,81.39988302,81.20491324,83.0961201,82.23825307,81.55585884,79.15773055,76.23318386,76.35016572,77.57847534,78.28036654,2200.258821,705.6370914,717.436775,615.9761482,735.399804,728.9461392,730.1223613,17769.12753,16798.93695,15283.85245,11184.65471
2720,96.15545341,81.91600501,82.56372754,83.66067697,82.58462181,82.25031341,79.97283744,76.20142081,76.2536565,77.85206853,78.26995403,80.69799181,81.28290115,81.28290115,82.94014428,82.25775005,81.57535582,79.31370638,76.23318386,76.27217781,77.28602067,78.63131215,2208.530228,708.0363375,719.9755086,618.5069129,738.2104321,731.6882037,732.7467505,17835.4078,16859.15961,15341.14298,11227.548
2730,96.15545341,81.94734643,82.54283326,83.57709987,82.62641036,82.29210196,80.01462599,76.20142081,76.27455077,77.93564563,78.37442541,80.71748879,81.30239813,81.41938,82.99863521,82.33573796,81.45837395,79.4696822,76.21368688,76.3696627,77.61746929,78.68980308,2216.749177,710.5134679,722.5788127,620.8460576,740.9991777,734.4401664,735.361161,17900.57514,16920.44442,15397.13118,11268.99945
2740,96.16590054,81.99958211,82.57417468,83.48307564,82.58462181,82.22941914,80.28625157,76.20142081,76.2536565,77.93564563,78.40576682,80.69799181,81.41938,81.45837395,83.33008384,82.23825307,81.41938,79.60616105,76.23318386,76.29167479,77.55897836,78.8457789,2225.592269,713.0891703,725.2111958,623.3184706,743.6900055,737.1302536,738.1717986,17967.57579,16983.16529,15452.04971,11311.20784
2750,96.15545341,81.93689929,82.50104471,83.60844129,82.5532804,82.25031341,80.20267447,76.20142081,76.27455077,77.7580443,77.98788132,80.65899786,81.43887697,81.45837395,83.0961201,82.1212712,81.57535582,79.39169429,76.25268083,76.27217781,77.32501462,78.53382726,2234.222496,715.5859792,727.8182761,625.5282383,746.4258596,740.2033717,740.8637799,18033.36881,17046.28138,15509.32712,11355.51632
2760,96.15545341,82.03092353,82.45925616,83.61888842,82.65775178,82.22941914,80.28625157,76.18052654,76.19097367,77.79983285,78.28040117,80.63950088,81.47787093,81.38038604,83.13511406,82.21875609,81.53636186,79.56716709,76.25268083,76.25268083,77.03255995,78.68980308,2242.787618,718.123614,730.4946946,627.7390059,749.0767396,743.3689177,743.5072389,18097.55317,17106.10763,15563.95295,11397.07184
2770,96.18679482,82.11450063,82.45925616,83.5562056,82.90848308,82.08315921,80.22356874,76.19097367,76.26410364,77.58044296,78.33263686,80.63950088,81.53636186,81.39988302,83.31058686,82.51121076,81.65334373,79.48917918,76.21368688,76.27217781,77.22752973,78.55332423,2251.841785,720.5101968,733.0887826,629.9221065,751.7425888,746.5666169,746.2411172,18165.89556,17170.28403,15620.28868,11439.20583
2780,96.17634768,82.1353949,82.36523193,83.56665274,82.90848308,82.07271208,80.2966987,76.18052654,76.18052654,78.06101128,78.33263686,80.65899786,81.80931956,81.1464223,83.29108988,82.49171378,81.67284071,79.52817313,76.21368688,76.23318386,77.28602067,78.55332423,2260.33447,723.0232005,735.6604889,632.1003777,754.4288659,749.4212475,748.9323469,18234.91207,17232.51351,15674.67263,11484.47776
2790,96.17634768,82.20852486,82.4697033,83.61888842,82.77267029,82.3861262,80.26535729,76.19097367,76.2536565,77.74759716,78.28040117,80.60050692,81.86781049,81.02944044,83.15461104,82.64768961,81.78982258,79.58666407,76.21368688,76.29167479,77.09105089,78.63131215,2268.804658,725.569834,738.3233846,634.3205685,757.1727165,752.1494949,751.7109133,18299.69164,17293.83103,15731.1166,11528.68031
2800,96.17634768,82.18763059,82.50104471,83.67112411,82.82490598,82.29210196,80.20267447,76.1700794,76.2536565,77.98788132,78.39531968,80.6200039,81.84831351,81.08793137,83.29108988,82.60869565,81.73133164,79.15773055,76.27217781,76.29167479,77.30551764,78.55332423,2277.2722,728.0655868,740.817756,636.6341383,759.951772,754.8666631,754.5733294,18363.3865,17359.03379,15786.01924,11568.78415
2810,96.17634768,82.20852486,82.43836189,83.5562056,82.68909319,82.44880903,80.2966987,76.15963226,76.20142081,77.96698705,78.05056415,80.65899786,81.84831351,80.89296159,83.33008384,82.5697017,81.80931956,79.35270033,76.25268083,76.05771105,77.53948138,78.39734841,2286.643348,730.6144813,743.3476478,639.1217374,762.7277941,757.6562032,757.3067259,18428.58239,17422.89996,15842.10662,11605.71541
2820,96.17634768,82.218972,82.52193899,83.59799415,82.84580025,82.3861262,80.25491015,76.12829085,76.24320936,78.13414125,77.96698705,80.58100994,81.82881653,81.18541626,83.33008384,82.43322285,81.82881653,79.31370638,76.21368688,76.29167479,77.44199649,78.12439072,2295.4354,733.1336174,745.9902399,641.8102663,765.5365036,760.3608205,759.9298062,18492.84979,17485.22299,15896.71332,11642.55344
2830,96.16590054,81.87421646,82.67864605,83.54575846,82.7204346,82.28165483,80.18178019,76.11784371,76.23276222,78.05056415,78.22816548,80.6200039,81.67284071,81.47787093,83.34958082,82.55020472,81.82881653,79.19672451,76.1941899,76.29167479,77.57847534,78.28036654,2303.876463,735.5900657,748.5504013,644.4140795,768.3024939,763.0625644,762.5822321,18556.43726,17545.87174,15954.6751,11678.40542
2840,96.14500627,82.14584204,82.60551609,83.59799415,82.69954033,82.40702048,80.16088592,76.12829085,76.22231509,77.88340995,78.343084,80.58100994,81.80931956,81.43887697,83.15461104,82.72567752,82.08227725,79.21622149,76.25268083,76.27217781,77.26652369,78.61181517,2312.269667,738.0192741,751.1621844,646.8405397,771.1417682,765.7481935,765.905492,18621.4724,17606.85369,16010.44977,11716.14425
2850,96.16590054,82.10405349,82.23986628,83.57709987,82.7204346,82.4697033,80.23401588,76.10739657,76.22231509,77.86251567,78.14458838,80.60050692,81.75082862,81.30239813,83.21310197,82.72567752,82.04328329,79.21622149,76.21368688,76.29167479,77.50048742,78.39734841,2320.686857,740.6022177,753.7512116,649.2825506,773.8618508,768.5651502,769.5193267,18686.02393,17669.68282,16070.20183,11752.51659
2860,96.18679482,82.23986628,82.58462181,83.53531132,82.83535311,82.43836189,80.35938153,76.1700794,76.11784371,78.14458838,77.94609277,80.6200039,81.80931956,81.24390719,83.31058686,82.84265939,81.98479236,79.33320335,76.25268083,76.15519594,77.46149347,78.1438877,2329.161136,743.0172027,756.3062861,651.9201898,776.5344527,771.280383,772.3756812,18752.97917,17732.81892,16129.462,11791.1173
2870,96.18679482,82.14584204,82.60551609,83.91140827,82.77267029,82.43836189,80.2966987,76.12829085,76.14918512,78.41621396,77.82072712,80.6200039,81.5948528,81.24390719,83.40807175,82.78416845,81.96529538,79.17722753,76.23318386,76.15519594,77.87093001,78.02690583,2337.628755,745.5011303,758.9731936,654.2809027,779.2640679,774.0815614,775.0463882,18819.95361,17793.56843,16186.76616,11834.61586
2880,96.18679482,82.20852486,82.64730464,83.88006686,82.68909319,82.42791475,80.28625157,76.14918512,76.13873799,77.96698705,77.88340995,80.65899786,81.65334373,81.32189511,83.40807175,82.72567752,81.90680445,79.25521544,76.23318386,76.13569897,77.42249951,77.94891792,2346.166618,748.1928917,761.5018422,656.7033047,781.9228089,776.8252453,777.716592,18886.95797,17855.55554,16241.8243,11877.94059
2890,96.18679482,82.218972,82.62641036,83.77559549,82.76222315,82.57417468,80.35938153,76.09694944,76.20142081,77.49686586,77.72670288,80.67849483,81.63384675,81.32189511,83.40807175,82.7451745,81.9457984,79.21622149,76.25268083,76.25268083,76.66211737,78.39734841,2354.634083,750.7613666,764.1766222,659.2545831,784.634096,779.5652822,780.4505559,18949.79148,17932.28533,16297.30801,11921.13688
2900,96.18679482,82.22941914,82.62641036,83.77559549,82.84580025,82.60551609,80.40117008,76.10739657,76.2536565,77.43418303,77.97743418,80.67849483,81.67284071,81.41938,83.48605966,82.78416845,82.14076818,79.35270033,76.25268083,76.27217781,76.66211737,78.39734841,2363.069016,753.3264361,766.822344,661.6996493,787.3050907,782.2891928,783.0697612,19012.30535,17998.01393,16356.08378,11964.56223
2910,96.18679482,82.20852486,82.7204346,83.77559549,82.84580025,82.59506895,80.56832428,76.12829085,76.23276222,77.35060593,77.78938571,80.63950088,81.5948528,81.20491324,83.42756873,82.70618054,82.1212712,79.43068824,76.25268083,76.27217781,76.83759017,78.18288165,2371.517929,755.8586866,769.5097038,664.0225543,789.9957023,785.3852955,785.7222874,19076.60704,18067.69453,16412.4392,12010.22902
2920,96.18679482,82.218972,82.76222315,83.76514835,82.8875888,82.54283326,80.54743,76.15963226,76.24320936,78.14458838,77.99832846,80.60050692,81.67284071,81.12692533,83.33008384,82.80366543,82.1212712,79.4696822,76.23318386,76.25268083,77.48099045,78.72879704,2379.969128,758.5196437,772.1911183,666.4274477,792.688332,788.1709935,788.373968,19142.11892,18138.78721,16469.87,12057.40466
2930,96.20768909,82.14584204,82.77267029,83.90096114,82.79356456,82.52193899,80.49519432,76.13873799,76.23276222,78.23861262,77.73715002,80.6200039,81.84831351,81.16591928,83.42756873,82.60869565,82.02378631,79.50867616,76.23318386,76.25268083,77.36400858,78.26086957,2388.369467,761.0209782,774.6907608,668.6599473,795.3643512,790.8700841,791.0959714,19207.69883,18209.79317,16524.81122,12101.64966
2940,96.20768909,82.218972,82.7204346,83.86961972,82.81445884,82.35478479,80.54743,76.13873799,76.23276222,78.02966987,77.78938571,80.60050692,81.73133164,81.06843439,83.38857477,82.62819263,81.9457984,79.60616105,76.21368688,76.27217781,77.48099045,78.22187561,2397.203977,763.4688199,777.3024155,670.9174602,798.0644093,793.6643883,793.8922959,19273.75299,18269.70279,16581.90317,12144.04284
2950,96.19724196,82.25031341,82.77267029,83.92185541,82.87714166,82.49059758,80.55787714,76.11784371,76.23276222,77.93564563,77.65357292,80.63950088,81.84831351,81.12692533,83.33008384,82.78416845,81.9457984,79.48917918,76.17469292,76.27217781,77.40300253,78.06589979,2406.667034,766.0322827,780.035719,673.1446378,800.7230245,796.4379572,796.5036742,19339.68858,18329.33288,16639.99408,12186.30438
2960,96.19724196,82.08315921,82.82490598,83.9740911,82.85624739,82.56372754,80.54743,76.14918512,76.3372336,77.72670288,77.97743418,80.6200039,81.7703256,81.16591928,83.42756873,82.72567752,82.16026516,79.58666407,76.27217781,76.35016572,77.1690388,78.26086957,2415.266716,768.6903231,782.5907437,675.4079585,803.4954531,799.3094803,799.1847288,19404.92556,18396.28793,16700.13978,12230.77398
2970,96.18679482,82.28165483,82.81445884,83.82783117,82.9711659,82.52193899,80.48474718,76.15963226,76.27455077,77.85206853,77.96698705,80.6200039,81.86781049,81.1464223,83.40807175,82.72567752,82.17976214,79.56716709,76.23318386,76.27217781,77.30551764,78.51433028,2424.490587,771.2918906,785.3596364,677.7445515,806.2241209,802.4875721,801.7965484,19470.56576,18466.40617,16759.59728,12275.11567
2980,96.16590054,82.3025491,82.69954033,83.88006686,82.81445884,82.53238613,80.65190138,76.13873799,76.24320936,77.507313,78.0087756,80.58100994,81.98479236,81.24390719,83.29108988,82.70618054,82.10177422,79.85962176,76.23318386,76.29167479,77.20803275,78.55332423,2432.969652,773.7385278,788.0519886,679.9962756,809.5808643,805.4370477,804.4943543,19536.61544,18537.55542,16815.80168,12318.56036
2990,96.16590054,82.3025491,82.79356456,83.890514,82.73088174,82.57417468,80.72503134,76.12829085,76.23276222,77.53865441,78.12369411,80.60050692,82.21875609,81.1464223,83.31058686,82.47221681,82.19925911,79.85962176,76.23318386,76.27217781,77.20803275,78.20237863,2441.892465,776.3619028,790.6614903,682.4338211,812.3822534,808.1365307,807.1847441,19600.2663,18612.14826,16870.46531,12362.10062
3000,96.15545341,82.09360635,82.85624739,83.95319682,82.76222315,82.57417468,80.73547848,76.13873799,76.21186795,78.10279983,78.22816548,80.63950088,81.82881653,81.36088906,83.25209593,82.51121076,82.19925911,79.89861571,76.23318386,76.27217781,77.55897836,78.59231819,2450.556286,778.8163035,793.1652688,685.0848642,815.2188634,810.9930603,809.8058374,19666.12169,18680.91701,16926.11161,12406.60511
3010,96.14500627,82.22941914,82.9711659,83.84872545,82.93982449,82.60551609,80.64145424,76.12829085,76.24320936,77.40284162,77.95653991,80.63950088,82.31624098,81.55585884,83.31058686,82.60869565,82.10177422,79.89861571,76.21368688,76.29167479,77.11054787,78.35835446,2459.795001,781.4171822,795.6098773,687.2838696,817.9861541,814.6864142,812.3612361,19730.69294,18755.03736,16981.70301,12449.48359
3020,96.14500627,82.33389051,82.98161304,83.94274969,82.98161304,82.61596323,80.64145424,76.13873799,76.28499791,78.15503552,77.73715002,80.63950088,82.296744,81.51686489,83.17410801,82.5697017,82.33573796,79.78163385,76.25268083,76.29167479,77.89042698,78.3193605,2468.516378,784.039446,798.2104529,689.6666602,821.0475333,817.6470518,815.0344018,19795.94495,18836.06259,17038.34754,12492.17735
3030,96.16590054,82.27120769,82.89803594,84.06811534,82.87714166,82.52193899,80.6310071,76.15963226,76.30589219,77.99832846,78.08190556,80.6200039,82.31624098,81.45837395,83.23259895,82.55020472,82.21875609,80.09358549,76.23318386,76.31117177,77.75394814,78.80678495,2477.135417,786.5500811,800.6353611,692.0422758,823.8450485,820.4499349,817.645232,19859.12076,18916.52998,17093.51517,12536.86186
3040,96.18679482,82.31299624,82.99206018,83.1383201,82.89803594,82.48015044,80.67279565,76.10739657,76.2536565,78.16548266,77.97743418,80.58100994,82.35523494,81.86781049,82.82316241,82.49171378,82.35523494,80.11308247,76.27217781,76.29167479,77.94891792,78.57282121,2486.674921,789.121004,803.1798051,694.611344,826.6411415,823.1280244,820.2634446,19925.57084,18991.88055,17149.59744,12580.0292
3050,96.16590054,82.28165483,82.98161304,83.98453824,82.91893021,82.48015044,80.67279565,76.15963226,76.24320936,77.93564563,78.11324697,80.58100994,82.27724703,81.63384675,83.15461104,82.41372587,82.27724703,80.34704621,76.21368688,76.31117177,77.57847534,78.4948333,2496.172237,791.683549,805.7072542,696.9756642,829.4586692,825.8214104,822.8667228,19996.6318,19062.45035,17204.29916,12623.73606
3060,96.17634768,82.42791475,82.92937735,83.95319682,82.96071876,82.53238613,80.82950272,76.15963226,76.2536565,77.39239448,77.99832846,80.58100994,82.25775005,81.67284071,83.19360499,82.55020472,82.37473192,80.46402808,76.27217781,76.29167479,77.03255995,78.45583934,2504.837747,794.2765182,808.2337249,699.3935918,832.3460946,828.881262,825.5341908,20061.65,19133.20927,17260.73626,12666.09731
3070,96.17634768,82.44880903,82.90848308,83.96364396,83.00250731,82.43836189,80.65190138,76.11784371,76.30589219,77.66402006,78.30129545,80.6200039,82.296744,81.67284071,83.0961201,82.53070774,82.33573796,80.58100994,76.27217781,76.31117177,77.44199649,78.78728797,2514.088074,796.8862074,810.6782014,701.8700045,835.0810694,832.1213286,828.1524717,20126.16268,19196.06609,17319.87682,12712.18183
3080,96.16590054,82.31299624,82.98161304,83.91140827,82.99206018,82.69954033,80.66234852,76.14918512,76.28499791,77.62223151,78.37442541,80.63950088,82.35523494,81.67284071,83.19360499,82.5697017,82.296744,80.56151297,76.15519594,76.27217781,76.993566,78.8457789,2524.369353,799.464015,813.1350991,704.5578858,837.8786057,834.8211387,830.7911235,20193.72519,19263.60421,17375.69342,12757.36571
3090,96.19724196,82.51149185,82.95027163,83.93230255,82.9711659,82.69954033,80.73547848,76.15963226,76.27455077,77.99832846,78.05056415,80.54201599,82.27724703,81.67284071,83.15461104,82.55020472,82.25775005,80.65899786,76.03821408,76.33066875,77.65646325,78.65080912,2533.281157,802.0089998,815.5970142,707.1234852,840.6414544,837.4332865,833.3921856,20258.72481,19337.77161,17432.57787,12802.62839
3100,96.15545341,82.39657334,83.08608441,84.00543251,83.054743,82.59506895,80.89218554,76.13873799,76.31633932,77.65357292,78.56247388,80.48352505,81.98479236,81.75082862,83.2715929,82.76467148,82.16026516,80.46402808,76.21368688,76.33066875,77.1690388,78.86527588,2542.05268,804.5420324,818.221221,709.6537591,843.3864355,840.146378,836.1684258,20323.47104,19405.36931,17491.31455,12845.36544
3110,96.18679482,82.4697033,82.91893021,83.96364396,83.06519014,82.48015044,80.82950272,76.20142081,76.29544505,77.6744672,78.19682407,80.48352505,82.00428934,81.73133164,83.21310197,82.7451745,82.04328329,80.24956132,76.05771105,76.31117177,77.42249951,78.8457789,2550.845741,806.9728468,820.8115092,712.3478665,846.0785182,842.6981082,838.7914328,20390.21276,19467.72923,17549.64835,12888.75526
3120,96.20768909,82.48015044,82.93982449,84.01587965,83.00250731,82.62641036,81.03844547,76.12829085,76.31633932,77.64312578,78.24905976,80.48352505,82.04328329,81.82881653,83.15461104,82.68668356,82.14076818,80.58100994,76.23318386,76.3696627,77.59797231,78.92376682,2559.804703,809.6187611,823.4038187,715.0032321,848.7959945,845.2302051,841.4476298,20453.55075,19534.3649,17604.39362,12927.86403
3130,96.20768909,82.44880903,82.93982449,83.99498537,82.99206018,82.62641036,81.0488926,76.22231509,76.31633932,77.23568742,78.39531968,80.48352505,82.1212712,81.80931956,83.21310197,82.51121076,82.10177422,80.50302203,76.09670501,76.33066875,76.993566,78.61181517,2568.69332,812.207584,825.9835916,717.2541309,851.5204882,847.6442686,844.1148935,20515.93499,19592.50308,17659.1889,12971.10687
3140,96.20768909,82.45925616,83.04429586,84.00543251,83.09653155,82.67864605,81.12202257,76.18052654,76.30589219,77.21479315,78.22816548,80.46402808,82.10177422,81.80931956,83.29108988,82.72567752,82.31624098,80.60050692,76.07720803,76.33066875,76.17469292,78.8457789,2577.636293,814.7355652,828.5242823,719.7841054,854.2290786,850.1153771,846.7618939,20583.09848,19654.04069,17712.28425,13012.08861
3150,96.17634768,82.44880903,83.01295445,84.06811534,82.8875888,82.64730464,81.18470539,76.14918512,76.34768074,76.70288341,78.10279983,80.4445311,82.04328329,81.7703256,83.42756873,82.37473192,82.37473192,80.54201599,76.11620199,76.33066875,76.21368688,78.72879704,2586.779356,817.2544299,830.9756245,722.0755789,856.9062378,852.5926797,849.453757,20649.53718,19722.71803,17765.77926,13053.12914
3160,96.17634768,82.44880903,82.98161304,84.06811534,83.07563728,82.76222315,81.18470539,76.14918512,76.34768074,77.58044296,78.19682407,80.46402808,82.31624098,81.88730747,83.31058686,82.78416845,82.47221681,80.65899786,76.27217781,76.38915968,76.97406902,78.94326379,2597.11353,819.8068483,833.6331399,724.3146772,859.6665238,855.0122877,852.2325328,20713.14282,19791.28793,17821.11474,13093.275
