iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,0.339123043502,0.337849186772,0.340219317248,0.262745507731,0.264939406603,0.260284655878,0.242093063001
10,0.339279614976,0.337862737712,0.340281492053,0.262536564981,0.264103635604,0.259894716319,2.939665906
20,0.344782152918,0.342990991183,0.346393897957,0.261073965733,0.259089009611,0.257555078963,5.576573535
30,0.345468601816,0.344210457554,0.347136634767,0.26013372336,0.258253238613,0.256385260285,8.226706406
40,0.344345046104,0.343088903184,0.345956246982,0.260342666109,0.256999582115,0.255800350946,10.903327314
50,0.342341953495,0.340925324056,0.343817858729,0.261178437108,0.260342666109,0.258724897641,13.535147389
60,0.339023361752,0.337692582484,0.340552013948,0.264208106979,0.264521521103,0.261649444336,16.179605577
70,0.338546291087,0.337460764446,0.33985976216,0.265461763477,0.264521521103,0.261259504777,18.85801849
80,0.335694045445,0.334351972523,0.336766507727,0.267551190974,0.2666109486,0.264573991031,21.567367361
90,0.340332847256,0.339130875342,0.341305552128,0.262954450481,0.265775177601,0.261649444336,24.219242276
100,0.343623120739,0.343229818205,0.345080761259,0.260760551609,0.25992478061,0.257945018522,26.910412554
110,0.344851005538,0.344715265908,0.34619713857,0.259297952361,0.257417467614,0.256385260285,29.760327638
120,0.345860774555,0.345947727193,0.347116782637,0.258357709987,0.256581696615,0.255020471827,33.241807523
130,0.347231114442,0.346997330369,0.348429433552,0.256999582115,0.255328040117,0.253850653149,36.161046987
140,0.350464940773,0.350570609047,0.351679286199,0.255850396991,0.254074383619,0.253655683369,38.838994212
150,0.350138980041,0.350107955298,0.351449178585,0.255328040117,0.254074383619,0.25326574381,41.488150848
160,0.350313337778,0.350653366554,0.351776662077,0.254910154618,0.25323861262,0.252095925132,44.285720009
170,0.351822976488,0.352308660299,0.353150789005,0.254701211868,0.250313414125,0.251511015793,46.932910328
180,0.34918404169,0.349838542448,0.350839640149,0.257939824488,0.252402841621,0.254630532267,49.618164878
190,0.350907891452,0.351567461043,0.35312163483,0.257417467614,0.251984956122,0.253850653149,52.297837372
200,0.352211168385,0.352777371216,0.354324098264,0.256163811116,0.252402841621,0.25307077403,55.001222379
210,0.35162610414,0.352300581994,0.353808605164,0.256581696615,0.25323861262,0.253850653149,57.671546474
220,0.354405725259,0.355204468347,0.355971157085,0.25302966987,0.249477643126,0.251511015793,60.349549859
230,0.354104460362,0.355349867283,0.355631498443,0.253343083995,0.249059757626,0.251316046013,63.008360858
240,0.354468304577,0.355748509834,0.356070416313,0.252611784371,0.247806101128,0.249756287775,65.65488164
250,0.353300352089,0.354472017967,0.354894471501,0.25365649812,0.248223986628,0.251121076233,68.492313231
260,0.353048469445,0.354301803258,0.354916245645,0.252925198496,0.247806101128,0.250536166894,71.318891418
270,0.350424644524,0.351476946293,0.35210299307,0.254701211868,0.250313414125,0.25307077403,74.095067755
280,0.350334929117,0.351266517641,0.352054410611,0.255014625992,0.251567070623,0.25326574381,76.878556883
290,0.350574726577,0.351253659247,0.352313792157,0.254910154618,0.252820727121,0.252290894911,79.559766837
300,0.348804831398,0.349396391735,0.350713098201,0.255223568742,0.255745925616,0.251316046013,82.250568431
310,0.353800815203,0.354290949826,0.355471869192,0.251462599248,0.251984956122,0.248001559758,84.939331502
320,0.353940537352,0.354340627624,0.355705535002,0.250104471375,0.251567070623,0.247416650419,87.599511118
330,0.353485283847,0.354108206396,0.355150683303,0.251253656498,0.250731299624,0.24722168064,90.282104279
340,0.354385077553,0.354742555676,0.355973309634,0.250731299624,0.250313414125,0.248586469097,92.951537479
350,0.351971587,0.352488222533,0.353305237211,0.251358127873,0.252402841621,0.249756287775,95.614622083
360,0.350415745261,0.350946187443,0.351764539035,0.25323861262,0.254492269118,0.250146227335,98.268505251
370,0.352128246847,0.352602209144,0.353608745109,0.251253656498,0.252820727121,0.249171378436,100.904662382
380,0.352728031311,0.353081963782,0.354170560097,0.250940242374,0.252402841621,0.248196529538,103.596509494
390,0.35297690238,0.35303127984,0.354514519701,0.252507312996,0.25323861262,0.248196529538,106.266026203
400,0.353944309529,0.354007270773,0.355487061464,0.251149185123,0.249477643126,0.248196529538,108.919748548
410,0.35558543725,0.355438125239,0.356941445166,0.250522356874,0.248223986628,0.249171378436,111.568976662
420,0.356728821425,0.356718513216,0.358146229427,0.249895528625,0.247806101128,0.248196529538,114.195435675
430,0.352501016038,0.352911423706,0.35449120268,0.252611784371,0.251567070623,0.248196529538,116.880033083
440,0.353861388725,0.354416558775,0.355611456545,0.251671541997,0.248641872127,0.249171378436,119.503638892
450,0.353425227434,0.354100571889,0.355121809737,0.251149185123,0.249059757626,0.248001559758,122.165593372
460,0.353169498032,0.353948224361,0.354715618364,0.252611784371,0.250313414125,0.248781438877,124.820551596
