iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,0.118809544833,0.118736125083,0.118756053067,0.762223150857,0.762223150857,0.762331838565,5.297067199
10,0.1748307453,0.174350965242,0.173476336893,0.570936063519,0.572503134141,0.573016182492,61.868680554
20,0.117832184753,0.117929130016,0.117872259395,0.762014208107,0.761387379858,0.761746929226,118.207767437
30,0.11767045637,0.117529455565,0.11747594097,0.762118679482,0.762223150857,0.762331838565,183.218594546
40,0.118755304835,0.118852041548,0.118711404583,0.762223150857,0.762223150857,0.762331838565,246.046760781
50,0.117739073855,0.117770098157,0.117794616082,0.760029251985,0.760551608859,0.759797231429,310.607354482
60,0.116667997181,0.117880313044,0.116701205267,0.760342666109,0.759297952361,0.760382140768,374.766967728
70,0.118855478873,0.118871081084,0.118765536656,0.762223150857,0.762223150857,0.762331838565,438.218294425
80,0.119154839424,0.119452240728,0.120142683343,0.758775595487,0.758462181362,0.757652563853,499.463848071
90,0.117222984995,0.117051275348,0.117359847544,0.762014208107,0.762641036356,0.762331838565,564.991584102
100,0.118530572844,0.118806682496,0.118459097593,0.760238194735,0.759297952361,0.760772080328,630.252648339
110,0.118350619271,0.118532003571,0.118328756449,0.761700793982,0.761387379858,0.762136868785,693.639195813
120,0.118093095503,0.118417671855,0.118484281614,0.760656080234,0.760969494359,0.760967050107,757.435031696
130,0.118533136786,0.118322762397,0.118886432282,0.761909736732,0.762641036356,0.761746929226,825.198784112
140,0.11652101513,0.116006137635,0.117295191107,0.763058921855,0.764730463853,0.762331838565,890.686602795
150,0.115093257638,0.114763468547,0.115944959319,0.762118679482,0.764312578354,0.762331838565,958.798975346
160,0.116713506699,0.116854489652,0.116987577424,0.762118679482,0.761387379858,0.762916747904,1023.36852138
170,0.117647122054,0.117683608524,0.118051178554,0.761805265357,0.761805265357,0.760967050107,1088.22239662
180,0.117202945549,0.117302512279,0.117186057321,0.762432093606,0.761387379858,0.762331838565,1151.38328366
190,0.116224001177,0.11573427087,0.115997869566,0.76337233598,0.764730463853,0.764086566582,1216.98053272
200,0.117377106952,0.116833294357,0.117687058454,0.76013372336,0.760969494359,0.75921232209,1284.67496976
210,0.115891046537,0.115390004459,0.11609911957,0.762014208107,0.763476807355,0.762721778124,1352.50742636
220,0.115753156294,0.115293755354,0.116125424274,0.762118679482,0.764312578354,0.761746929226,1415.38982989
230,0.11707523453,0.116462920683,0.117415695091,0.761282908483,0.762641036356,0.760577110548,1480.44716944
240,0.115765411965,0.115327910815,0.116061152475,0.761700793982,0.763058921855,0.762526808345,1542.30377644
250,0.116342151199,0.115717583058,0.116676965693,0.762432093606,0.764312578354,0.762331838565,1603.87700237
260,0.117120708013,0.116835581196,0.117714999592,0.762014208107,0.763058921855,0.761356989667,1668.67292906
270,0.116785443812,0.116362918361,0.117413832307,0.762536564981,0.764730463853,0.761746929226,1733.64480228
280,0.117150172372,0.116661325403,0.117306957283,0.761178437108,0.762223150857,0.761551959446,1797.40011546
290,0.116865433191,0.116492659544,0.117181467819,0.760760551609,0.762641036356,0.761356989667,1861.53403027
300,0.116971692851,0.11659753954,0.117379791769,0.761596322608,0.761805265357,0.760772080328,1926.95826622
310,0.116644897139,0.116190416406,0.117062404809,0.761700793982,0.763476807355,0.761356989667,1991.62011836
320,0.117196499476,0.11700685963,0.117599460395,0.760656080234,0.760969494359,0.759992201209,2057.49120138
330,0.117489659238,0.11732049333,0.117862505065,0.761700793982,0.761387379858,0.760772080328,2120.9262101
340,0.117327415989,0.117043961272,0.117648568006,0.760865022984,0.761805265357,0.760382140768,2184.61320783
350,0.117413164234,0.117086966992,0.117680363489,0.761282908483,0.761805265357,0.760967050107,2251.27629184
360,0.117359534907,0.117091555793,0.117577594363,0.761387379858,0.761805265357,0.760772080328,2316.02197695
370,0.117081752056,0.116596554303,0.117282181893,0.761073965733,0.763058921855,0.760967050107,2377.93975182
380,0.11699832639,0.116605635708,0.117181765999,0.761073965733,0.762641036356,0.760967050107,2440.01556091
390,0.116879961518,0.116547646169,0.117019378286,0.761700793982,0.762641036356,0.761356989667,2505.49702592
400,0.117117383018,0.116730843048,0.117244026121,0.761073965733,0.763058921855,0.760967050107,2568.9159785
410,0.117197659583,0.11700397939,0.117367634413,0.761805265357,0.762641036356,0.761551959446,2628.1816427
420,0.116920919546,0.116609336646,0.117014658586,0.761387379858,0.761805265357,0.761162019887,2691.12979001
430,0.117040066252,0.116656404793,0.117037170863,0.761178437108,0.762223150857,0.761356989667,2756.537363
440,0.116869252755,0.116471557771,0.117045150213,0.761178437108,0.761387379858,0.761356989667,2822.83706423
450,0.117591662286,0.117464550893,0.117777706686,0.760760551609,0.760969494359,0.760577110548,2888.83297261
460,0.11672855078,0.11623886641,0.116846304558,0.761073965733,0.763894692854,0.761941899006,2953.6088015
470,0.11668047014,0.116587715627,0.116989319514,0.760656080234,0.762223150857,0.761356989667,3018.53540253
480,0.11689062216,0.116588376429,0.117170664966,0.760447137484,0.761805265357,0.760577110548,3083.46894217
490,0.116892010052,0.116556266603,0.117115182455,0.760656080234,0.760969494359,0.761356989667,3145.42599403
500,0.116807760863,0.116619629903,0.117062872395,0.760656080234,0.761387379858,0.761162019887,3208.23921163
510,0.117201873547,0.116917640832,0.117501834549,0.760029251985,0.761805265357,0.760577110548,3271.77331557
520,0.117003796413,0.116662888887,0.11719722511,0.760656080234,0.761387379858,0.761162019887,3342.75203332
530,0.116885768959,0.116718557617,0.117160676892,0.760865022984,0.760551608859,0.761162019887,3406.02909097
540,0.116847103929,0.116610302748,0.117102227584,0.760551608859,0.761387379858,0.761746929226,3471.09275028
550,0.116657953811,0.116415763337,0.117030861918,0.760760551609,0.762641036356,0.762526808345,3538.11415726
560,0.11714478171,0.116879251265,0.117415440082,0.761073965733,0.760969494359,0.761162019887,3600.47168851
570,0.117024110317,0.116741759956,0.117423017295,0.760551608859,0.761387379858,0.760967050107,3663.08861527
580,0.116850739387,0.116691897578,0.117079061764,0.760342666109,0.760969494359,0.761162019887,3725.38922234
590,0.116908187759,0.116579655886,0.117207608251,0.760447137484,0.761805265357,0.761356989667,3789.71190263
600,0.116715647234,0.116443265089,0.117060035096,0.760760551609,0.763058921855,0.760967050107,3854.82370447
610,0.116803144044,0.116745098649,0.116938128538,0.760760551609,0.761805265357,0.761551959446,3919.91681724
620,0.116687872344,0.116482219196,0.116917840763,0.760969494359,0.762223150857,0.761746929226,3985.32206327
630,0.116858157649,0.116716974254,0.116901792198,0.761491851233,0.761805265357,0.761551959446,4051.10430272
640,0.117002058897,0.116798580181,0.117057977201,0.761387379858,0.763058921855,0.761551959446,4116.05228191
650,0.117126413735,0.116919187018,0.117170439512,0.761282908483,0.761805265357,0.760967050107,4175.85139401
660,0.116572199818,0.116368240647,0.116757955962,0.761073965733,0.763476807355,0.761941899006,4231.88914411
670,0.116995179378,0.117187231351,0.117386112835,0.760342666109,0.75971583786,0.75940729187,4287.63589881
680,0.117097049707,0.117199856426,0.117500296133,0.760865022984,0.75971583786,0.759602261649,4343.53851974
