,Iteration,BACKPROP_train,RHC_train,SA0.15_train,SA0.35_train,SA0.55_train,SA0.7_train,SA0.95_train,GA_50_20_20_train,GA_50_20_10_train,GA_50_10_20_train,GA_50_10_10_train,BACKPROP_test,RHC_test,SA0.15_test,SA0.35_test,SA0.55_test,SA0.7_test,SA0.95_test,GA_50_20_20_test,GA_50_20_10_test,GA_50_10_20_test,GA_50_10_10_test,BACKPROP_time,RHC_time,SA0.15_time,SA0.35_time,SA0.55_time,SA0.7_time,SA0.95_time,GA_50_20_20_time,GA_50_20_10_time,GA_50_10_20_time,GA_50_10_10_time
245,2450,96.0927705809,81.68616798999999,82.2085248642,83.10697868780001,82.31299623899999,81.6757208525,77.7684914333,76.21186794820001,76.3267864605,77.48641872130001,78.36397827,80.892961591,81.1074283486,81.1074283486,82.3942288945,82.3942288945,81.41937999609999,76.9155780854,76.2526808345,76.3501657243,76.79859621760001,78.72879703650001,1976.55994335,640.15016659,651.204918669,546.596494156,666.99503205,657.394413431,658.918645751,16064.9353258,15194.6494617,13813.965754700002,10041.115953
246,2460,96.0927705809,81.5921437526,82.2503134141,83.15921437530001,82.33389051399999,81.68616798999999,78.3117425825,76.24320936059999,76.29544504809999,76.8909318847,78.4997910573,80.853967635,81.00994345880001,80.9904464808,82.5112107623,82.3942288945,81.3803860402,77.2860206668,76.23318385649999,76.3111717684,76.1356989667,79.021251706,1985.21851549,642.7328217840001,653.809969904,549.050546971,669.873062345,660.155492292,661.550630654,16131.4776228,15258.673567200001,13868.968025600001,10084.995885799999
247,2470,96.1032177183,81.7592979524,82.5010447137,83.19055578769999,82.33389051399999,81.79063936480001,78.45800250730001,76.19097367319999,76.30589218549999,76.6715419975,78.13414124529999,80.77597972310001,81.1269253266,80.9124585689,82.4722168064,82.37473191660001,81.47787093000001,77.5394813804,76.23318385649999,76.3111717684,76.0772080328,78.9432637941,1993.87397514,645.236479272,656.36624901,551.798185438,672.58316135,662.894275397,664.208508453,16196.6474921,15324.0806618,13923.328666,10129.0417594
248,2480,96.1032177183,81.4772252403,82.45925616379999,83.16966151270002,82.36523192649999,81.7384036774,78.5520267447,76.19097367319999,76.24320936059999,77.5386544087,78.4788967823,80.77597972310001,80.9319555469,80.8149736791,82.4722168064,82.37473191660001,81.6143497758,77.48099044650002,76.1551959446,76.3111717684,76.8570871515,79.021251706,2002.56010199,647.754559224,658.772081083,554.676724455,675.223212099,665.602078784,666.915666731,16261.5197042,15389.438678100001,13979.6510261,10171.096687000001
249,2490,96.11366485580001,81.63393230249999,82.36523192649999,83.1801086502,82.43836188879999,81.85332218970001,78.76096949439999,76.23276222319998,76.28499791060001,77.67446719600001,78.2386126201,80.79547670110001,81.0294404367,81.0294404367,82.4917137844,82.10177422499999,81.5168648859,77.5589783584,76.2526808345,76.3111717684,76.7790992396,78.6703061026,2011.62402884,650.233432793,661.281598509,557.218741193,677.8373579180001,668.4364999969999,669.568900051,16324.4412023,15447.091288299998,14034.0917821,10214.2272521
250,2500,96.1450062683,81.7384036774,82.33389051399999,83.2218972002,82.4697033013,81.79063936480001,78.7714166318,76.21186794820001,76.19097367319999,76.91182615960001,78.2804011701,80.7369857672,81.0294404367,81.0879313706,82.4137258725,82.121271203,81.53636186390001,77.6954572041,76.2526808345,76.19418990060001,76.50614154809999,79.040748684,2019.87496267,652.8116203769999,663.914703326,560.0022857519999,680.439745217,671.192037651,672.152146742,16393.3058102,15517.8953333,14090.746631400001,10258.0316506
251,2510,96.1032177183,81.8324279148,82.4070204764,83.2114500627,82.3861262014,81.8637693272,78.8027580443,76.2014208107,76.24320936059999,77.5804429586,78.3744254074,80.7369857672,80.9319555469,80.9319555469,82.4722168064,82.0237863131,81.5558588419,77.7344511601,76.2526808345,76.2721778124,76.9350750634,78.6703061026,2028.90659261,655.2525154169999,666.396676252,562.841540709,682.97242486,673.960243325,674.807797482,16460.392770299997,15582.0441111,14147.608177200002,10300.879765700001
252,2520,96.1241119933,81.8010865023,82.2607605516,83.26368575010001,82.54283326369999,81.91600501459999,78.8236523193,76.19097367319999,76.31633932300001,77.0162975345,78.2281654827,80.6589978553,80.9319555469,80.834470657,82.4527198284,82.27724702670001,81.53636186390001,77.6564632482,76.23318385649999,76.3111717684,76.2136868785,78.90426983820001,2037.4985342,657.816311535,668.931986649,565.403712572,685.607345747,676.676806529,677.483072748,16525.047395299996,15644.824049500001,14202.6754314,10347.1607162
253,2530,96.13455913079999,81.85332218970001,82.4697033013,83.19055578769999,82.4697033013,81.8951107397,78.8967822817,76.2014208107,76.2745507731,77.36105307150001,78.5102381947,80.6784948333,81.0294404367,80.97094950280001,82.4527198284,82.1992591148,81.5558588419,77.8124390719,76.2136868785,76.3111717684,76.46714759209999,78.8847728602,2046.03740381,660.3765710509999,671.471409467,567.90738465,688.226958748,679.413684221,680.096421392,16588.5897952,15706.6183176,14258.6206209,10391.5185925
254,2540,96.1450062683,81.9473464271,82.49059757629999,83.3368157125,81.96824070199999,81.9995821145,78.8967822817,76.21186794820001,76.24320936059999,77.3401587965,78.1236941078,80.6784948333,81.0489374147,81.0294404367,82.62819263009999,82.2577500487,81.6143497758,77.8124390719,76.2721778124,76.3111717684,76.89608110740001,78.6508091246,2054.6305171,662.864249288,674.0027573269999,570.5881292830001,690.8141329739999,682.127657881,682.7174208819999,16652.713244299997,15767.0970921,14314.271832299999,10435.632639
255,2550,96.1241119933,81.91600501459999,82.5114918512,83.15921437530001,82.49059757629999,82.0204763895,78.9176765566,76.21186794820001,76.28499791060001,77.21479314669999,78.2490597576,80.6589978553,81.06843439270001,81.06843439270001,82.72567751999999,82.2382530708,81.5558588419,77.8904269838,76.2721778124,76.3111717684,76.7206083057,78.51433027879999,2063.3265667,665.425087178,676.5602296469999,573.223533001,693.412972368,684.882755739,685.393929106,16718.240827200003,15825.1649382,14369.5624028,10477.7804253
256,2560,96.1032177183,81.1847053907,82.5010447137,83.2532386126,82.1562891768,81.9786878395,78.92812369410001,76.1700793982,76.2641036356,77.32971165899998,78.3326368575,80.6784948333,80.9514525249,81.0879313706,82.6671865861,82.121271203,81.6143497758,78.1048937415,76.3111717684,76.3111717684,76.66211737180001,78.8847728602,2071.88032373,667.88627701,678.976585459,575.911447475,696.031926771,687.716912931,688.0288076910001,16786.086265,15884.016608599999,14429.1653014,10520.8135642
257,2570,96.13455913079999,81.7279565399,82.42791475139998,83.2323443377,82.3861262014,82.01002925200001,78.7087338069,76.15963226080001,76.2745507731,77.49686585879999,78.1759297952,80.6589978553,81.2049132384,81.0489374147,82.62819263009999,82.1407681809,81.5558588419,77.98791187369999,76.2526808345,76.3306687463,76.4866445701,78.5338272568,2080.41367255,670.442151696,681.514687065,578.972934299,698.629341748,690.4744493610001,690.7475118919999,16851.8888761,15945.8720312,14485.278672,10565.9699485
258,2580,96.15545340579999,81.8219807773,82.48015043880001,83.34726284999999,82.42791475139998,82.030923527,79.0952778939,76.19097367319999,76.30589218549999,77.61178437109999,78.4997910573,80.6784948333,81.3218951063,81.6923376877,82.6671865861,82.0627802691,81.5558588419,78.2803665432,76.2526808345,76.3306687463,76.62312341590001,78.78728797040002,2088.93779003,672.883136082,684.075642012,581.772483636,701.306355775,693.159033272,693.43939693,16915.541847,16006.2541435,14543.9713842,10611.191198100001
259,2590,96.15545340579999,81.81153363979999,82.6264103636,83.2218972002,82.45925616379999,82.030923527,79.16840785619999,76.19097367319999,76.2536564981,77.32971165899998,78.45800250730001,80.6784948333,81.30239812829998,81.458373952,82.6476896081,82.121271203,81.47787093000001,78.1828816533,76.2526808345,76.2721778124,76.75960226160001,78.68980308050001,2097.51960939,675.355211048,686.601181718,584.541534986,703.8630506110001,695.923893069,696.0604930569999,16982.4705092,16065.923563,14600.7582575,10655.7026896
260,2600,96.15545340579999,81.81153363979999,82.41746761390002,83.3994985374,82.43836188879999,82.0831592144,79.28332636859999,76.2014208107,76.2641036356,77.75804429589999,78.2699540326,80.6395008774,81.41937999609999,81.5753558198,82.72567751999999,82.1407681809,81.5168648859,78.2608695652,76.2136868785,76.3111717684,76.9350750634,78.7093000585,2106.10978889,677.848373973,689.2291913180001,587.411163579,706.4958443630001,698.7025353239999,698.742793025,17048.491368799998,16127.123569100002,14657.122056,10700.775056999999
261,2610,96.13455913079999,81.81153363979999,82.5114918512,83.3994985374,82.45925616379999,82.0518178019,79.26243209360001,76.21186794820001,76.2641036356,77.6640200585,78.3535311325,80.6395008774,81.41937999609999,81.53636186390001,82.7841684539,82.2967440047,81.63384675380001,78.4948333008,76.2526808345,76.2916747904,77.169038799,78.4753363229,2114.72015269,680.2952686159999,691.759174205,590.40930885,709.087246607,701.481859517,701.3871341539999,17113.607132799996,16188.089774899998,14713.537673299998,10744.9487595
262,2620,96.15545340579999,81.8010865023,82.4697033013,83.4412870873,82.45925616379999,81.9264521521,78.8340994567,76.21186794820001,76.2536564981,77.73715002089999,78.3326368575,80.6589978553,81.458373952,81.3803860402,82.745174498,82.2967440047,81.7703255995,78.0853967635,76.2136868785,76.3111717684,77.0910508871,78.76779099240001,2123.27164838,682.734632027,694.252107749,592.96863371,711.6740433939999,704.243566712,704.1052238789999,17181.2550822,16250.5544289,14769.762586200002,10784.942708499999
263,2630,96.15545340579999,81.63393230249999,82.5010447137,83.46218136229999,82.4697033013,82.030923527,79.51316339319999,76.19097367319999,76.2745507731,77.5595486837,78.343083995,80.6784948333,81.3413920842,81.4388769741,82.6671865861,82.0627802691,81.7898225775,79.040748684,76.2916747904,76.3111717684,77.1105478651,78.5923181907,2131.79793019,685.191971277,696.7050439310001,595.972122904,714.3368829369999,706.994423785,707.229139477,17246.8341338,16310.895823100002,14825.703622799998,10827.839806
264,2640,96.1763476807,81.81153363979999,82.5950689511,83.5666527372,82.54283326369999,82.0831592144,79.40869201839999,76.1491851233,76.2536564981,77.75804429589999,78.2072712077,80.56151296549999,81.2439071944,81.71183466560001,82.82316240979999,82.1992591148,81.7703255995,79.001754728,76.23318385649999,76.3111717684,76.8765841295,78.3583544551,2140.31963573,687.767083568,699.412346622,598.518651012,716.9898901610001,709.7131495,710.699683178,17310.5991355,16372.5371891,14885.749593999999,10872.8553797
265,2650,96.13455913079999,81.85332218970001,82.66819891349999,83.5248641872,82.5846218136,82.0727120769,79.3773506059,76.2223150857,76.2641036356,77.7058086084,78.5938152946,80.62000389939999,81.30239812829998,81.6728407097,83.01813218950001,82.121271203,81.5753558198,78.86527588220001,76.3111717684,76.3111717684,77.2275297329,79.1187365958,2148.84165196,690.3172270480001,702.0127537430001,601.14275861,719.6301936289999,712.453122172,713.497425925,17376.4311305,16434.361483200002,14944.491263400001,10920.1958006
266,2660,96.13455913079999,81.8742164647,82.66819891349999,83.5457584622,82.56372753870001,82.0831592144,79.5236105307,76.2014208107,76.24320936059999,77.7475971584,78.4475553698,80.6589978553,81.5753558198,81.47787093000001,82.86215636579999,82.2577500487,81.5948527978,78.96276077210001,76.2721778124,76.3306687463,77.5199844024,78.5923181907,2157.41625225,692.931427568,704.549604157,603.456144927,722.154303453,715.19598889,716.337323803,17441.0158235,16494.002202300002,15000.395248199999,10963.5149421
267,2670,96.1659005433,81.8742164647,82.68909318850001,83.4726284998,82.5950689511,82.1771834517,79.50271625570001,76.23276222319998,76.30589218549999,77.5804429586,78.687839532,80.6395008774,81.497367908,81.41937999609999,82.9011503217,82.1407681809,81.53636186390001,78.8067849483,76.2916747904,76.3111717684,76.9155780854,78.8847728602,2165.95719868,695.468198483,707.06222495,606.011712922,724.796731508,717.953385283,719.0851063169999,17506.1144862,16555.9411653,15058.1697431,11007.4721748
268,2680,96.1450062683,81.90555787710001,82.66819891349999,83.5144170497,82.56372753870001,82.1562891768,79.7430004179,76.23276222319998,76.2641036356,77.77893857080001,78.2804011701,80.6395008774,81.3998830181,81.36088906219999,82.9596412556,82.121271203,81.63384675380001,79.07974263989999,76.2916747904,76.3306687463,76.8570871515,78.377851433,2174.46766826,697.991178914,709.631399267,608.491873422,727.3790533910001,720.6877288589999,721.932666705,17572.296432299998,16617.875638499998,15116.5894097,11050.733028899998
269,2690,96.1241119933,81.8637693272,82.6473046385,83.46218136229999,80.81905557879999,82.0936063519,79.7325532804,76.2014208107,76.18052653569998,77.36105307150001,77.9878813205,80.7174887892,81.3803860402,81.36088906219999,83.0571261454,80.4055371417,81.5753558198,79.0602456619,76.2916747904,76.19418990060001,76.89608110740001,78.0464028076,2182.99950624,700.624909875,712.2553106710001,610.954240785,730.000994465,723.478694154,724.6923900789999,17638.0147397,16676.524632700002,15172.1995051,11096.1488902
270,2700,96.13455913079999,81.81153363979999,82.2712076891,83.55620559970001,82.56372753870001,82.2085248642,79.8265775178,76.2014208107,76.2641036356,77.653572921,78.45800250730001,80.7174887892,81.4388769741,81.36088906219999,83.0961201014,82.27724702670001,81.41937999609999,79.1187365958,76.2721778124,76.3306687463,77.169038799,78.6313121466,2191.5307921,703.15030189,714.8013873169999,613.430172169,732.711232048,726.207947986,727.478499383,17703.540758099996,16737.7703067,15228.3544932,11139.0477969
271,2710,96.13455913079999,81.85332218970001,82.5219389887,83.58754701209999,82.4697033013,82.31299623899999,79.83702465520001,76.2014208107,76.2641036356,77.7684914333,78.3117425825,80.7564827452,81.3998830181,81.2049132384,83.0961201014,82.2382530708,81.5558588419,79.1577305518,76.23318385649999,76.3501657243,77.5784753363,78.2803665432,2200.25882063,705.637091417,717.43677499,615.9761481630001,735.3998040280001,728.94613923,730.12236133,17769.1275265,16798.936953,15283.8524486,11184.654706799998
272,2720,96.15545340579999,81.91600501459999,82.56372753870001,83.6606769745,82.5846218136,82.2503134141,79.9728374425,76.2014208107,76.2536564981,77.8520685332,78.2699540326,80.6979918113,81.28290115029999,81.28290115029999,82.9401442776,82.2577500487,81.5753558198,79.31370637549999,76.23318385649999,76.2721778124,77.2860206668,78.6313121466,2208.53022832,708.03633749,719.975508574,618.506912906,738.210432139,731.6882036669999,732.746750457,17835.407795500003,16859.159608500002,15341.142982,11227.5480004
273,2730,96.15545340579999,81.9473464271,82.54283326369999,83.5770998746,82.6264103636,82.29210196410001,80.01462599250002,76.2014208107,76.2745507731,77.93564563310001,78.3744254074,80.7174887892,81.30239812829998,81.41937999609999,82.9986352115,82.33573796060001,81.458373952,79.46968219930001,76.2136868785,76.3696627023,77.6174692923,78.68980308050001,2216.74917667,710.51346792,722.5788126580001,620.846057551,740.999177666,734.440166427,735.3611610280001,17900.5751372,16920.444418,15397.131183399999,11268.9994537
274,2740,96.1659005433,81.9995821145,82.5741746761,83.4830756373,82.5846218136,82.2294191392,80.28625156710001,76.2014208107,76.2536564981,77.93564563310001,78.40576681990001,80.6979918113,81.41937999609999,81.458373952,83.330083837,82.2382530708,81.41937999609999,79.60616104500001,76.23318385649999,76.2916747904,77.5589783584,78.8457789043,2225.59226908,713.089170255,725.2111957860001,623.3184705680001,743.690005514,737.1302536239999,738.171798618,17967.5757896,16983.165288999997,15452.0497146,11311.207835500001
275,2750,96.15545340579999,81.93689928959999,82.5010447137,83.60844128709999,82.55328040119998,82.2503134141,80.2026744672,76.2014208107,76.2745507731,77.75804429589999,77.9878813205,80.6589978553,81.4388769741,81.458373952,83.0961201014,82.121271203,81.5753558198,79.3916942874,76.2526808345,76.2721778124,77.32501462270001,78.5338272568,2234.2224959000005,715.5859791839999,727.818276061,625.528238267,746.4258595660001,740.2033717019999,740.863779927,18033.3688077,17046.2813823,15509.3271194,11355.5163198
276,2760,96.15545340579999,82.030923527,82.45925616379999,83.6188884246,82.65775177600001,82.2294191392,80.28625156710001,76.18052653569998,76.19097367319999,77.7998328458,78.2804011701,80.6395008774,81.47787093000001,81.3803860402,83.1351140573,82.2187560928,81.53636186390001,79.5671670891,76.2526808345,76.2526808345,77.03255995319999,78.68980308050001,2242.78761833,718.123614009,730.494694575,627.7390058990001,749.0767396489999,743.368917668,743.50723891,18097.553166499998,17106.107625999997,15563.9529529,11397.071836799998
277,2770,96.1867948182,82.11450062680001,82.45925616379999,83.55620559970001,82.9084830756,82.0831592144,80.2235687422,76.19097367319999,76.2641036356,77.5804429586,78.3326368575,80.6395008774,81.53636186390001,81.3998830181,83.310586859,82.5112107623,81.6533437317,79.48917917720001,76.2136868785,76.2721778124,77.2275297329,78.5533242347,2251.84178544,720.510196805,733.08878264,629.922106502,751.742588841,746.5666168719999,746.241117162,18165.895563799997,17170.284031299998,15620.2886808,11439.2058287
278,2780,96.1763476807,82.13539490180001,82.36523192649999,83.5666527372,82.9084830756,82.0727120769,80.2966987046,76.18052653569998,76.18052653569998,78.06101128290001,78.3326368575,80.6589978553,81.80931955550001,81.14642230449999,83.2910898811,82.4917137844,81.6728407097,79.52817313320001,76.2136868785,76.23318385649999,77.2860206668,78.5533242347,2260.33447027,723.023200504,735.660488882,632.100377738,754.428865931,749.421247548,748.932346879,18234.912070299997,17232.5135124,15674.6726333,11484.4777612
279,2790,96.1763476807,82.2085248642,82.4697033013,83.6188884246,82.77267028829999,82.3861262014,80.26535729209999,76.19097367319999,76.2536564981,77.7475971584,78.2804011701,80.6005069214,81.8678104894,81.0294404367,83.1546110353,82.6476896081,81.7898225775,79.5866640671,76.2136868785,76.2916747904,77.0910508871,78.6313121466,2268.80465842,725.569834005,738.323384585,634.3205685280001,757.172716538,752.149494882,751.710913282,18299.691641900004,17293.831034,15731.116603499999,11528.680307100001
280,2800,96.1763476807,82.1876305892,82.5010447137,83.671124112,82.8249059758,82.29210196410001,80.2026744672,76.1700793982,76.2536564981,77.9878813205,78.3953196824,80.62000389939999,81.8483135114,81.0879313706,83.2910898811,82.6086956522,81.7313316436,79.1577305518,76.2721778124,76.2916747904,77.3055176448,78.5533242347,2277.27220013,728.065586837,740.817756037,636.6341382740001,759.95177197,754.866663077,754.5733293630001,18363.3865005,17359.0337916,15786.019235,11568.7841472
281,2810,96.1763476807,82.2085248642,82.43836188879999,83.55620559970001,82.68909318850001,82.4488090263,80.2966987046,76.15963226080001,76.2014208107,77.96698704549999,78.0505641454,80.6589978553,81.8483135114,80.892961591,83.330083837,82.5697016962,81.80931955550001,79.3527003314,76.2526808345,76.05771105480001,77.5394813804,78.397348411,2286.64334813,730.6144813139999,743.347647753,639.121737379,762.72779405,757.656203229,757.306725882,18428.5823949,17422.8999621,15842.1066217,11605.7154112
282,2820,96.1763476807,82.2189720017,82.5219389887,83.5979941496,82.8458002507,82.3861262014,80.25491015459998,76.1282908483,76.24320936059999,78.13414124529999,77.96698704549999,80.58100994349999,81.8288165334,81.1854162605,83.330083837,82.4332228505,81.8288165334,79.31370637549999,76.2136868785,76.2916747904,77.4419964905,78.12439071940001,2295.43540015,733.1336173589999,745.9902399069999,641.810266325,765.536503613,760.360820465,759.9298061989999,18492.8497866,17485.222991,15896.7133227,11642.5534369
283,2830,96.1659005433,81.8742164647,82.678646051,83.5457584622,82.72043460089999,82.2816548266,80.18178019220001,76.1178437108,76.23276222319998,78.0505641454,78.2281654827,80.62000389939999,81.6728407097,81.47787093000001,83.349580815,82.55020471830001,81.8288165334,79.1967245077,76.19418990060001,76.2916747904,77.5784753363,78.2803665432,2303.8764633,735.5900657130001,748.550401326,644.414079493,768.3024938939999,763.0625644410001,762.582232133,18556.437257700003,17545.871741299998,15954.675103200001,11678.4054234
284,2840,96.1450062683,82.14584203929999,82.6055160886,83.5979941496,82.699540326,82.4070204764,80.16088591729999,76.1282908483,76.2223150857,77.8834099457,78.343083995,80.58100994349999,81.80931955550001,81.4388769741,83.1546110353,82.72567751999999,82.082277247,79.2162214857,76.2526808345,76.2721778124,77.2665236888,78.6118151686,2312.2696671,738.0192740719999,751.1621844289999,646.840539675,771.141768178,765.748193507,765.905491976,18621.4724048,17606.8536867,16010.4497659,11716.1442545
285,2850,96.1659005433,82.1040534893,82.2398662766,83.5770998746,82.72043460089999,82.4697033013,80.23401587960001,76.10739657330001,76.2223150857,77.86251567069999,78.1445883828,80.6005069214,81.75082862160001,81.30239812829998,83.2131019692,82.72567751999999,82.0432832911,79.2162214857,76.2136868785,76.2916747904,77.5004874244,78.397348411,2320.68685656,740.6022177230001,753.7512115569999,649.282550612,773.8618508430001,768.565150155,769.51932673,18686.0239349,17669.6828175,16070.2018262,11752.5165919
286,2860,96.1867948182,82.2398662766,82.5846218136,83.5353113247,82.8353531132,82.43836188879999,80.3593815295,76.1700793982,76.1178437108,78.1445883828,77.9460927706,80.62000389939999,81.80931955550001,81.2439071944,83.310586859,82.84265938779998,81.98479235719999,79.3332033535,76.2526808345,76.1551959446,77.4614934685,78.1438876974,2329.16113597,743.01720273,756.306286148,651.920189775,776.534452688,771.28038303,772.375681215,18752.9791729,17732.8189163,16129.461998100001,11791.1172994
287,2870,96.1867948182,82.14584203929999,82.6055160886,83.91140827410001,82.77267028829999,82.43836188879999,80.2966987046,76.1282908483,76.1491851233,78.41621395739999,77.8207271208,80.62000389939999,81.5948527978,81.2439071944,83.4080717489,82.7841684539,81.9652953792,79.1772275297,76.23318385649999,76.1551959446,77.8709300058,78.0269058296,2337.62875536,745.5011303030001,758.97319362,654.280902651,779.26406791,774.081561361,775.0463882160001,18819.9536098,17793.568431599997,16186.766156,11834.6158622
288,2880,96.1867948182,82.2085248642,82.6473046385,83.8800668617,82.68909318850001,82.42791475139998,80.28625156710001,76.1491851233,76.13873798579999,77.96698704549999,77.8834099457,80.6589978553,81.6533437317,81.3218951063,83.4080717489,82.72567751999999,81.9068044453,79.25521544159999,76.23318385649999,76.1356989667,77.42249951260001,77.94891791769999,2346.16661848,748.1928917160001,761.501842165,656.703304747,781.9228088919999,776.8252453110001,777.716591972,18886.9579687,17855.5555401,16241.8242993,11877.9405934
289,2890,96.1867948182,82.2189720017,82.6264103636,83.7755954868,82.7622231509,82.5741746761,80.3593815295,76.0969494359,76.2014208107,77.49686585879999,77.7267028834,80.6784948333,81.63384675380001,81.3218951063,83.4080717489,82.745174498,81.9457984012,79.2162214857,76.2526808345,76.2526808345,76.66211737180001,78.397348411,2354.63408324,750.76136659,764.1766222010001,659.254583091,784.634096004,779.565282164,780.450555925,18949.7914846,17932.2853281,16297.308007700001,11921.1368812
290,2900,96.1867948182,82.2294191392,82.6264103636,83.7755954868,82.8458002507,82.6055160886,80.4011700794,76.10739657330001,76.2536564981,77.43418303380001,77.977434183,80.6784948333,81.6728407097,81.41937999609999,83.4860596608,82.7841684539,82.1407681809,79.3527003314,76.2526808345,76.2721778124,76.66211737180001,78.397348411,2363.06901551,753.3264361460001,766.822343983,661.6996492630001,787.3050907319999,782.289192803,783.06976122,19012.3053526,17998.013934900002,16356.0837826,11964.5622317
291,2910,96.1867948182,82.2085248642,82.72043460089999,83.7755954868,82.8458002507,82.5950689511,80.5683242791,76.1282908483,76.23276222319998,77.350605934,77.7893857083,80.6395008774,81.5948527978,81.2049132384,83.42756872679999,82.706180542,82.121271203,79.43068824330001,76.2526808345,76.2721778124,76.8375901735,78.1828816533,2371.51792862,755.858686568,769.5097037889999,664.022554283,789.9957023310001,785.385295502,785.722287439,19076.6070387,18067.694529,16412.4391973,12010.229022299998
292,2920,96.1867948182,82.2189720017,82.7622231509,83.7651483494,82.8875888007,82.54283326369999,80.5474300042,76.15963226080001,76.24320936059999,78.1445883828,77.998328458,80.6005069214,81.6728407097,81.1269253266,83.330083837,82.8036654319,82.121271203,79.46968219930001,76.23318385649999,76.2526808345,77.48099044650002,78.72879703650001,2379.9691275,758.519643667,772.1911183289999,666.4274476859999,792.688332029,788.170993455,788.373967979,19142.1189195,18138.787205200002,16469.8699996,12057.404664799998
293,2930,96.2076890932,82.14584203929999,82.77267028829999,83.9009611366,82.79356456330001,82.5219389887,80.4951943168,76.13873798579999,76.23276222319998,78.2386126201,77.73715002089999,80.62000389939999,81.8483135114,81.1659192825,83.42756872679999,82.6086956522,82.0237863131,79.5086761552,76.23318385649999,76.2526808345,77.36400857870001,78.2608695652,2388.36946687,761.02097819,774.690760766,668.659947291,795.364351226,790.870084069,791.0959713760001,19207.698829499997,18209.7931731,16524.8112159,12101.649655700001
294,2940,96.2076890932,82.2189720017,82.72043460089999,83.86961972419999,82.81445883830001,82.35478478899999,80.5474300042,76.13873798579999,76.23276222319998,78.0296698705,77.7893857083,80.6005069214,81.7313316436,81.06843439270001,83.3885747709,82.62819263009999,81.9457984012,79.60616104500001,76.2136868785,76.2721778124,77.48099044650002,78.22187560930001,2397.2039766999997,763.4688198910001,777.3024155039999,670.9174601980001,798.064409318,793.664388313,793.892295908,19273.7529924,18269.702791,16581.9031734,12144.042839200001
295,2950,96.1972419557,82.2503134141,82.77267028829999,83.92185541159999,82.8771416632,82.49059757629999,80.55787714169999,76.1178437108,76.23276222319998,77.93564563310001,77.653572921,80.6395008774,81.8483135114,81.1269253266,83.330083837,82.7841684539,81.9457984012,79.48917917720001,76.1746929226,76.2721778124,77.4030025346,78.06589978550001,2406.66703403,766.032282698,780.0357190310001,673.144637762,800.723024483,796.4379572339999,796.503674224,19339.688576400004,18329.3328784,16639.9940777,12186.3043763
296,2960,96.1972419557,82.0831592144,82.8249059758,83.97409109899999,82.8562473882,82.56372753870001,80.5474300042,76.1491851233,76.33723359800001,77.7267028834,77.977434183,80.62000389939999,81.7703255995,81.1659192825,83.42756872679999,82.72567751999999,82.16026515889999,79.5866640671,76.2721778124,76.3501657243,77.169038799,78.2608695652,2415.26671618,768.69032314,782.590743663,675.407958452,803.495453069,799.309480303,799.184728831,19404.9255588,18396.2879278,16700.1397755,12230.7739783
297,2970,96.1867948182,82.2816548266,82.81445883830001,83.8278311743,82.9711659005,82.5219389887,80.4847471793,76.15963226080001,76.2745507731,77.8520685332,77.96698704549999,80.62000389939999,81.8678104894,81.14642230449999,83.4080717489,82.72567751999999,82.1797621369,79.5671670891,76.23318385649999,76.2721778124,77.3055176448,78.51433027879999,2424.49058725,771.2918906489999,785.35963638,677.744551477,806.224120869,802.4875721210001,801.796548402,19470.5657578,18466.4061727,16759.5972808,12275.115668600001
298,2980,96.1659005433,82.3025491015,82.699540326,83.8800668617,82.81445883830001,82.53238612620001,80.651901379,76.13873798579999,76.24320936059999,77.5073129962,78.0087755955,80.58100994349999,81.98479235719999,81.2439071944,83.2910898811,82.706180542,82.10177422499999,79.8596217586,76.23318385649999,76.2916747904,77.20803275489999,78.5533242347,2432.96965155,773.738527835,788.0519885639999,679.996275559,809.58086428,805.43704774,804.494354273,19536.615444400002,18537.5554172,16815.8016849,12318.560361299998
299,2990,96.1659005433,82.3025491015,82.79356456330001,83.8905139992,82.7308817384,82.5741746761,80.7250313414,76.1282908483,76.23276222319998,77.5386544087,78.1236941078,80.6005069214,82.2187560928,81.14642230449999,83.310586859,82.4722168064,82.1992591148,79.8596217586,76.23318385649999,76.2721778124,77.20803275489999,78.20237863130001,2441.89246518,776.361902805,790.661490273,682.433821074,812.3822533919999,808.136530744,807.1847441489999,19600.2663035,18612.1482618,16870.4653133,12362.100623299999
300,3000,96.15545340579999,82.0936063519,82.8562473882,83.9531968241,82.7622231509,82.5741746761,80.7354784789,76.13873798579999,76.21186794820001,78.1027998328,78.2281654827,80.6395008774,81.8288165334,81.36088906219999,83.2520959251,82.5112107623,82.1992591148,79.8986157146,76.23318385649999,76.2721778124,77.5589783584,78.5923181907,2450.55628605,778.8163035169999,793.1652688360001,685.084864166,815.2188633760001,810.993060274,809.80583736,19666.1216867,18680.9170065,16926.1116089,12406.6051066
301,3010,96.1450062683,82.2294191392,82.9711659005,83.8487254492,82.93982448810002,82.6055160886,80.64145424150001,76.1282908483,76.24320936059999,77.4028416214,77.9565399081,80.6395008774,82.31624098260001,81.5558588419,83.310586859,82.6086956522,82.10177422499999,79.8986157146,76.2136868785,76.2916747904,77.1105478651,78.3583544551,2459.79500078,781.4171821589999,795.609877344,687.2838696289999,817.986154084,814.686414215,812.361236148,19730.692935,18755.0373625,16981.7030065,12449.4835927
