,Iteration,BACKPROP_train,RHC_train,SA0.15_train,SA0.35_train,SA0.55_train,SA0.7_train,SA0.95_train,GA_50_20_20_train,GA_50_20_10_train,GA_50_10_20_train,GA_50_10_10_train,BACKPROP_test,RHC_test,SA0.15_test,SA0.35_test,SA0.55_test,SA0.7_test,SA0.95_test,GA_50_20_20_test,GA_50_20_10_test,GA_50_10_20_test,GA_50_10_10_test,BACKPROP_time,RHC_time,SA0.15_time,SA0.35_time,SA0.55_time,SA0.7_time,SA0.95_time,GA_50_20_20_time,GA_50_20_10_time,GA_50_10_20_time,GA_50_10_10_time
89,890,95.46594233180001,68.2929377351,78.1863769327,76.7237776849,67.8123694108,70.2987881321,28.990806519,76.21186794820001,76.1700793982,75.668616799,77.89385708319999,81.0489374147,68.5903684929,78.22187560930001,76.9155780854,67.59602261650001,70.1891206863,27.666211737199998,76.3696627023,76.1551959446,74.673425619,78.1438876974,660.76872096,238.83616799,241.996110407,193.604541783,242.82343654099998,237.195677448,239.719087465,5867.59888793,5656.80654302,5020.46670162,3635.44627904
90,900,95.48683660680001,68.49143334729999,78.2908483076,76.8491433347,67.80192227330001,70.6957793565,29.3773506059,76.2223150857,76.1491851233,76.06560802339999,78.01922273299999,80.9904464808,68.86332618440001,78.20237863130001,77.03255995319999,67.888477286,70.4425813999,28.465587833900003,76.3306687463,76.1551959446,75.10235913429999,78.0464028076,668.101504975,241.316386836,244.961535007,195.802847804,245.50703073,239.74358584799998,242.300027235,5934.71277168,5719.91933312,5077.23446434,3671.74086898
91,910,95.48683660680001,68.7317175094,78.1027998328,77.03719180940001,68.0735478479,71.3435018805,29.8056832428,76.06560802339999,76.1491851233,76.18052653569998,78.1550355203,80.9124585689,68.96081107430001,77.8709300058,76.97406901929999,68.2394228895,70.9300058491,29.0504971729,76.19418990060001,76.1746929226,74.96588028859999,78.3583544551,675.416051684,243.882342912,247.539580367,197.9855294,248.258106971,242.21374737,244.880588475,6000.12771798,5780.21532818,5134.096556,3710.53603182
92,920,95.43460091930001,68.85708315919999,78.3535311325,77.25658169660001,68.08399498540001,71.63602173,29.8370246552,76.23276222319998,76.1491851233,75.2193898872,78.32218972,80.9124585689,68.9803080523,78.6508091246,77.130044843,68.14193799959999,71.4174302983,29.1869760187,76.3306687463,76.19418990060001,74.16650419189999,78.5923181907,682.716143837,246.424599605,250.17265090400002,200.177468952,250.96919934599998,244.714116237,247.57008307900003,6062.66573776,5842.48638808,5192.27840292,3753.28545126
93,930,95.4554951943,69.4316757209,78.3744254074,77.49686585879999,68.4496447973,71.8554116172,30.2444630171,76.2223150857,76.19097367319999,76.0342666109,77.6222315086,80.853967635,69.27276272179999,78.6508091246,77.3055176448,68.21992591150001,71.76837590170001,29.323454864500004,76.3306687463,76.19418990060001,74.92688633259999,77.792942094,690.031219685,248.982975949,252.671979358,202.37989103799998,253.665436757,247.28863958099998,250.157707311,6124.10622458,5901.79637998,5250.51085245,3795.26706157
94,940,95.48683660680001,69.4734642708,78.343083995,77.350605934,68.37651483490001,71.8763058922,30.2966987046,76.15963226080001,76.15963226080001,75.7730881738,77.93564563310001,80.9904464808,69.19477480990001,78.78728797040002,77.2275297329,68.25891986740001,71.7488789238,29.440436732299997,76.3891596802,76.19418990060001,74.45895886139999,78.0074088516,697.3620275389999,251.478364108,255.20270873,204.531876264,256.322063361,249.782879386,252.59524480299999,6187.84911813,5958.6510017,5305.26162765,3838.08948002
95,950,95.49728374429999,69.48391140829999,78.2699540326,77.44463017129999,69.29586293359999,72.001671542,30.777267028799997,76.21186794820001,76.2745507731,75.5119097367,77.9878813205,81.1659192825,69.3507506337,78.6508091246,77.2275297329,68.88282316240002,71.8658607916,30.0058490934,76.3501657243,76.3501657243,74.2054981478,78.2608695652,704.680964544,253.99271490900003,257.69809215,206.722560979,259.03734801900004,252.146543199,255.567196325,6253.83201028,6014.99598022,5363.54472718,3882.74292792
96,960,95.49728374429999,69.7555369829,78.25950689509999,77.44463017129999,71.8240702048,71.9912244045,31.1429168408,76.2014208107,76.2536564981,76.2014208107,77.71625574590001,81.06843439270001,69.740690193,78.68980308050001,77.2665236888,71.76837590170001,71.9828426594,30.0058490934,76.3891596802,76.2721778124,75.0828621564,77.9684148957,711.973000338,256.47254683799997,260.449595425,209.139293134,261.784309287,254.94180689599997,258.35655961099997,6318.22151232,6072.18902039,5418.61571823,3924.6352193999996
97,970,95.49728374429999,70.0898453824,78.2908483076,77.44463017129999,71.92854157960001,71.98077726700001,31.2891767656,76.18052653569998,76.19097367319999,76.2536564981,77.93564563310001,81.0489374147,70.1891206863,78.6508091246,77.20803275489999,71.7488789238,71.9828426594,30.064340027300002,76.3111717684,76.2526808345,74.7514135309,78.1048937415,719.295306925,258.93886252,263.23080498,211.302750253,264.516062224,257.376275664,260.943276171,6383.02053362,6129.94371508,5475.19701326,3967.10652006
98,980,95.3510238195,70.2152110322,78.45800250730001,77.3715002089,72.0539072294,71.9912244045,31.8951107397,76.2014208107,76.13873798579999,75.6790639365,77.5282072712,80.892961591,70.36459348800001,78.7482940144,77.1105478651,72.1388184831,72.0608305713,30.863716124,76.3306687463,76.1356989667,74.47845583930001,77.6369662702,726.6105373930001,261.44787742299997,265.827689356,213.476942255,267.426582353,260.050391998,264.539401666,6446.53350627,6187.414044100001,5533.41915023,4008.7115350999998
99,990,95.5286251567,70.28834099459999,78.5624738822,77.67446719600001,72.4404513163,72.0852486419,32.6159632261,76.18052653569998,76.1178437108,75.7521938989,77.43418303380001,81.0489374147,70.2866055761,78.51433027879999,77.4419964905,72.29479430689999,72.216806395,31.6825891987,76.3501657243,76.1356989667,74.4979528173,77.38350555660001,733.924654151,263.938632408,268.627162475,215.648468495,270.382729305,262.741402185,267.295199697,6509.77144374,6243.50697563,5589.12791595,4051.29794202
100,1000,95.59130798160001,70.5181780192,78.7505223569,77.5804429586,72.6598412035,72.2732971166,32.950271625599996,76.23276222319998,76.1700793982,75.5954868366,78.3326368575,81.14642230449999,70.6375511796,78.8067849483,77.5394813804,72.54825502050001,72.35328524079999,32.4234743615,76.44765061419999,76.19418990060001,74.3029830376,78.4558393449,741.2299268510001,266.41823203900003,271.350194617,217.813203063,273.257419925,265.26773469,270.067435009,6573.71920668,6300.72440651,5646.01054521,4094.20027329
101,1010,95.5390722942,70.9256163811,78.71918094440001,78.06101128290001,72.4926870038,72.1270371918,33.1905557877,76.21186794820001,76.13873798579999,75.8044295863,77.59089009610001,81.0294404367,70.8910118932,78.72879703650001,78.12439071940001,72.47026710860001,72.2752973289,32.559953207300005,76.3501657243,76.1356989667,74.5954377072,77.5784753363,748.525754878,269.014134716,274.036814501,220.00394758299998,275.872267741,267.87697528900003,273.038399728,6637.0066965000005,6357.1284276,5702.33204761,4137.97967427
102,1020,95.6226493941,71.0823234434,78.86544086920001,78.0505641454,72.60760551610001,72.22106142919999,33.8069368993,76.1700793982,76.15963226080001,75.6268282491,78.2490597576,80.97094950280001,71.4174302983,78.6703061026,78.16338467540001,72.5677519984,72.3337882628,33.2813413921,76.3696627023,76.1551959446,74.4394618834,78.4753363229,755.8041132339999,271.47363976,276.807509067,222.15516115900002,278.531995164,270.364873427,275.940259962,6701.78556603,6411.57460075,5759.02063933,4183.58760925
103,1030,95.6017551191,71.4270789804,78.8758880067,78.13414124529999,72.994149603,72.3359799415,34.2248223987,76.19097367319999,76.18052653569998,76.24320936059999,78.1968240702,80.9319555469,71.631897056,78.72879703650001,78.2998635212,72.84070969,72.35328524079999,33.6712809515,76.3891596802,76.19418990060001,75.0048742445,78.96276077210001,763.117095125,273.99070665,279.683810084,224.300426553,281.201093593,272.84278608200003,278.560892957,6768.14058506,6469.15396776,5814.99818028,4230.17040773
104,1040,95.61220225660001,71.6046803176,78.32218972,78.2386126201,73.08817384039999,72.3150856665,35.00835771,76.18052653569998,76.1491851233,76.5357292102,77.7893857083,80.97094950280001,71.72938194580001,77.792942094,78.1828816533,72.91869760189999,72.3337882628,34.2366933125,76.2721778124,76.1746929226,75.58978358350001,78.06589978550001,770.414063121,276.690175067,282.437424088,226.458339906,283.878128771,275.463532853,281.130813397,6835.78131322,6525.94526129,5872.03757797,4273.49535299
105,1050,95.5808608441,71.74049310490001,78.969912244,78.2177183452,73.2762223151,72.32553280399999,36.230672795699995,76.18052653569998,76.15963226080001,76.31633932300001,78.2804011701,81.0294404367,71.84636381360001,78.6313121466,78.12439071940001,73.05517644769999,72.3337882628,35.6794696822,76.3111717684,76.19418990060001,74.8488984207,78.96276077210001,777.7294759260001,279.326196907,285.187092692,228.625245738,286.59533635400004,278.409347153,283.706985065,6900.68213304,6585.85087873,5929.75310654,4317.62236252
106,1060,95.5808608441,68.4496447973,79.032595069,78.3117425825,73.31801086499999,72.55536982870001,31.3100710405,76.23276222319998,76.06560802339999,76.3267864605,77.4759715838,81.0294404367,68.4148956912,78.8847728602,78.43634236689999,73.07467342560001,72.6457399103,30.473776564599998,76.3501657243,76.23318385649999,75.1998440242,77.6954572041,785.027031048,281.78088498200003,287.942225193,230.80299038599998,289.298462805,280.967574345,286.335164969,6967.66195976,6645.79236457,5983.38932116,4360.10913585
107,1070,95.6226493941,71.7927287923,79.06393648139999,78.5206853322,73.53740075220001,72.649394066,36.5963226076,76.2641036356,76.0865022984,76.640200585,78.71918094440001,81.0294404367,71.9048547475,79.001754728,78.68980308050001,73.6985767206,72.7237278222,36.0889062195,76.3891596802,76.2526808345,75.5312926496,78.8262819263,792.325567868,284.449768621,290.722516865,232.984537483,291.92288074,283.513353416,288.89098167099996,7032.79793533,6701.22245314,6045.16499871,4406.43148793
108,1080,95.5704137066,71.7613873799,78.99080651899999,78.6773923945,73.8508148767,72.8687839532,37.1604680318,76.2014208107,76.1491851233,76.4208106979,78.2386126201,81.06843439270001,71.7878728797,78.7093000585,78.6508091246,73.7180736986,72.7432248002,36.7518034705,76.3696627023,76.2136868785,75.35581984790001,78.12439071940001,799.617673677,286.902670525,293.42696270700003,235.197121555,294.577904607,285.897779537,291.476895218,7096.98756253,6758.01419923,6104.02514594,4451.26944324
109,1090,95.5704137066,71.8554116172,78.64605098199999,78.7296280819,74.50898453820001,72.8269954033,37.693272043499995,76.21186794820001,76.10739657330001,76.5252820727,78.5206853322,81.1074283486,72.08032754919999,78.2803665432,79.021251706,73.9715344122,72.6847338663,37.3757067655,76.3696627023,76.23318385649999,75.25833495810001,78.6118151686,806.924640285,289.384982233,296.16838459,237.50178561799999,297.222480949,288.38103137,294.04516915799996,7160.59637424,6814.18305654,6159.38173707,4494.84162793
110,1100,95.5808608441,71.9598829921,79.3251149185,79.0012536565,74.98955286249999,72.9314667781,38.0589218554,76.0760551609,76.15963226080001,76.4521521103,78.54157960719999,81.1659192825,72.2752973289,78.7482940144,79.001754728,74.2834860597,72.86020666799999,37.9021251706,75.921232209,76.19418990060001,75.33632287,78.51433027879999,814.922210831,292.047009649,298.786162922,239.697245727,299.885895946,291.208647052,296.66933619900004,7226.81959903,6870.79083258,6215.24784487,4539.01675962
111,1110,95.59130798160001,71.9598829921,79.1788549937,79.11617216879999,74.95821145010001,73.08817384039999,38.006686168,76.19097367319999,76.1491851233,76.4939406603,78.3535311325,81.1659192825,72.197309417,78.78728797040002,79.2162214857,74.2444921037,72.82121271199999,37.8436342367,76.40865665819999,76.1356989667,75.27783193600001,78.2803665432,822.927110947,294.74183577400004,301.495929344,241.88880018700002,302.53097116099997,294.187066055,299.288104253,7294.32357924,6927.91403334,6273.81314685,4582.53461981
112,1120,95.6017551191,72.022565817,79.2519849561,79.22064354369999,75.1984956122,73.1404095278,38.66485582949999,76.1282908483,76.13873798579999,76.28499791060001,78.4266610949,81.0489374147,72.197309417,78.78728797040002,79.2357184636,74.8878923767,72.8017157341,38.7599922012,76.1746929226,76.23318385649999,74.8878923767,78.416845389,830.292465752,297.58055320299997,304.22825153599996,244.056098045,305.22432729,297.161719807,301.847635881,7359.4079242,6983.97641557,6329.61577438,4624.83897713
113,1130,95.6226493941,72.36732135390001,79.1893021312,79.26243209360001,75.20894274969999,73.39114082740001,38.8424571667,76.2536564981,76.1491851233,76.0865022984,78.32218972,81.0489374147,72.3337882628,78.43634236689999,79.2162214857,74.8878923767,73.3281341392,38.8574770911,76.3891596802,76.19418990060001,74.8878923767,78.4948333008,837.71232717,300.36241042,307.030769312,246.23487180200001,307.869325198,300.07393895,304.43002085,7427.54159761,7038.566901800001,6382.95024087,4668.46845768
114,1140,95.6330965316,72.5449226912,79.3042206435,79.4191391559,75.5745925616,73.4851650648,38.915587129100004,76.1700793982,76.19097367319999,76.05516088590001,78.6042624321,81.0879313706,72.41177617470001,78.9237668161,79.645155001,74.92688633259999,73.38662507309999,39.0524468707,76.3501657243,76.2916747904,74.8488984207,78.8262819263,845.47605028,303.008821068,309.769280374,248.388995471,310.573411835,303.010561659,307.071641152,7498.01861544,7094.81290472,6438.02834593,4711.47356856
115,1150,95.5808608441,72.6598412035,79.16840785619999,79.7325532804,75.5641454242,73.5687421646,39.009611366499996,76.2014208107,76.1282908483,76.15963226080001,78.6042624321,81.1269253266,72.6067459544,78.8457789043,79.70364593490001,75.14135309029999,73.4061220511,39.0329498928,76.3696627023,76.1356989667,74.65392864110001,78.76779099240001,854.271738455,305.713592924,312.539483361,250.548051347,313.203518309,305.697829929,309.674975139,7563.18880088,7150.77777186,6492.52352041,4755.80902003
116,1160,95.5808608441,72.6807354785,79.27287923109999,79.7847889678,76.29544504809999,73.68366067699999,40.12745507729999,76.13873798579999,76.1700793982,76.1178437108,78.1236941078,81.14642230449999,72.54825502050001,78.86527588220001,79.6841489569,75.921232209,73.4061220511,39.9298108793,76.2916747904,76.19418990060001,74.8294014428,78.22187560930001,862.6671591080001,308.338072126,315.346881561,252.721997194,315.83732658,308.492456542,312.230454152,7627.95610921,7207.60625974,6549.52138161,4799.93381126
117,1170,95.61220225660001,72.79565399079999,79.01170079399999,79.9206017551,76.3790221479,74.1955704137,39.5737567906,76.19097367319999,76.2014208107,76.15963226080001,78.343083995,81.2049132384,72.8017157341,78.6118151686,79.6646519789,76.05771105480001,73.79606161049999,39.0134529148,76.3891596802,76.2916747904,74.7709105089,78.5338272568,870.533896205,311.025874644,318.11917996200003,254.914464066,318.485308605,311.12302068,314.762822365,7694.41059397,7263.44296477,6604.51157121,4845.74794909
118,1180,95.61220225660001,72.9314667781,79.6176347681,79.8265775178,76.6297534476,74.2582532386,40.50355202669999,76.2223150857,76.15963226080001,76.1491851233,78.61470956960001,81.1659192825,72.7627217781,78.9237668161,79.8401247807,76.2526808345,73.9910313901,40.2027685709,76.3696627023,76.2136868785,75.0048742445,78.96276077210001,878.502353793,313.61369688900004,320.959782024,257.078236262,321.080263132,313.66987809200003,317.326945957,7759.68156925,7320.1866234,6660.53728131,4889.22503892
119,1190,95.643543669,73.0463852904,79.53405766819999,79.79523610529999,76.66109486,74.05975762639999,41.2348516506,76.21186794820001,76.13873798579999,75.5641454242,78.5938152946,81.0879313706,73.05517644769999,78.8067849483,79.645155001,76.4866445701,73.9325404562,40.9631507116,76.3891596802,76.2526808345,74.22499512579999,78.7093000585,886.163556683,316.32599997799997,323.948041006,259.241091305,323.91277747,316.297572617,319.923631588,7821.73653297,7377.41598634,6718.30533211,4932.36861587
120,1200,95.6539908065,73.1090681153,79.56539908069999,80.13999164229999,76.9745089845,74.4045131634,41.4960300878,76.19097367319999,76.24320936059999,76.13873798579999,78.45800250730001,81.06843439270001,72.9381945798,78.96276077210001,80.21056736210001,76.89608110740001,74.12751023589999,41.2361084032,76.3891596802,76.2916747904,74.45895886139999,78.3583544551,894.127912792,319.17286676099997,326.75638298,261.406587311,327.026248827,318.823033919,322.568012464,7888.37155912,7433.53751799,6773.93098583,4976.92794696
121,1210,95.6539908065,73.2448809026,79.53405766819999,80.1504387798,76.9745089845,74.5194316757,41.934809862099996,76.1700793982,76.1491851233,75.8775595487,78.2072712077,81.1269253266,73.2306492494,79.040748684,80.1910703841,76.8180931956,74.36147397149999,41.5480600507,76.3306687463,76.1746929226,74.45895886139999,78.0464028076,902.638283915,322.00861429099996,329.53164471599996,263.550817397,330.007736189,321.294465601,325.439269319,7952.44996759,7490.0896028,6829.75655925,5021.74670628
122,1220,95.6748850815,74.3940660259,79.40869201839999,80.13999164229999,76.7551190974,75.1149185123,42.195988299199996,76.19097367319999,76.21186794820001,75.8671124112,78.2908483076,81.0294404367,74.36147397149999,78.98225775,80.26905829600001,76.75960226160001,74.90738935469999,41.8795086762,76.3306687463,76.2136868785,74.4979528173,78.2803665432,910.555734294,324.599226654,332.243686337,265.726033037,333.422035247,323.71109747400004,328.167180058,8017.21395558,7546.21373967,6884.74612526,5065.81671169
123,1230,95.6748850815,74.4358545758,79.7534475554,80.2758044296,76.8804847472,75.4074383619,41.70497283739999,76.1700793982,76.15963226080001,75.2193898872,78.3326368575,81.1074283486,74.47845583930001,79.2357184636,80.3860401638,76.9935659973,75.10235913429999,41.392084226899996,76.3696627023,76.1746929226,74.4199649054,78.22187560930001,919.5394990389999,327.319289262,335.068308415,267.881793361,336.18545969,326.218100112,330.767256055,8082.57620569,7601.40477086,6939.8301154,5107.91671687
124,1240,95.6957793565,74.4880902633,79.9310488926,80.53698286669999,76.91182615960001,75.7417467614,42.321353949,76.1178437108,76.1700793982,75.0731299624,78.2177183452,81.1074283486,74.65392864110001,79.5476701111,80.4640280756,76.9545720413,75.5312926496,41.8990056541,76.0772080328,76.23318385649999,73.7375706765,78.0074088516,928.547010943,330.067251926,337.789789601,270.05285683,338.89431989999997,328.957649398,333.413745838,8150.53827033,7658.78133507,6996.21015493,5150.38528248
125,1250,95.7062264939,74.90597576260001,79.9310488926,80.5474300042,76.9745089845,75.668616799,42.7183451734,76.1178437108,76.18052653569998,75.68951107400001,77.9460927706,81.0294404367,75.27783193600001,79.625658023,80.6005069214,76.9545720413,75.3753168259,42.347436147399996,76.19418990060001,76.1746929226,74.36147397149999,78.16338467540001,938.314194435,332.64042999,340.634429688,272.225337423,341.670889718,331.470034613,336.328737955,8214.48408301,7716.31006994,7053.87763871,5193.17345273
126,1260,95.6957793565,74.9268700376,80.03552026739999,80.5683242791,77.23568742159999,75.8671124112,42.8228165483,76.0969494359,76.13873798579999,74.91642290009999,78.2490597576,81.1074283486,75.1998440242,79.5866640671,80.5225190096,77.3445116007,75.5702866056,42.6398908169,76.1356989667,76.1356989667,73.1721583155,78.1828816533,946.712012815,335.378402063,343.275640097,274.391582833,344.855360767,333.854334557,339.816855627,8278.71983282,7771.54747645,7109.46526007,5231.91366347
127,1270,94.9017969076,74.979105725,79.71165900540001,80.5996656916,77.5386544087,75.9193480986,43.0839949854,76.13873798579999,76.13873798579999,75.4178854994,78.343083995,80.1130824722,75.25833495810001,79.5086761552,80.3275492299,77.5199844024,75.76525638529999,43.1273152661,76.0772080328,76.1356989667,74.069019302,78.2998635212,955.488500585,338.078000302,345.951340571,276.545661286,347.758401812,336.541386579,342.434956328,8342.51651255,7826.81911034,7167.04547713,5274.83928017
128,1280,95.6748850815,75.0731299624,79.8579189302,80.69368992899999,77.5073129962,76.15963226080001,44.1600501463,76.18052653569998,76.2014208107,75.6059339741,78.0923526954,80.97094950280001,75.3753168259,79.021251706,80.56151296549999,77.5004874244,75.8237473192,43.90719438490001,76.0382140768,76.23318385649999,73.81555858840001,78.0853967635,963.8813787339999,340.790141478,348.499968472,278.6910328,350.340810121,338.990354754,345.08426685800003,8406.70119006,7882.73218131,7224.16794052,5317.32433188
129,1290,95.6957793565,75.08357709990001,79.9414960301,80.7145842039,77.61178437109999,75.96113664859999,44.118261596299995,76.15963226080001,76.1491851233,75.4074383619,78.13414124529999,81.1074283486,75.3948138039,78.9432637941,80.5225190096,77.792942094,75.8237473192,43.790212517099995,75.9797231429,76.1746929226,73.9910313901,78.0269058296,972.7984451110001,343.514323434,351.228253367,280.86515442,352.94379037699997,341.510827327,347.720121675,8471.43489242,7938.97630033,7278.94733371,5362.9098963999995
130,1300,95.6957793565,75.1149185123,79.9310488926,80.7250313414,77.6431257835,75.992478061,45.7480150439,76.15963226080001,76.1178437108,75.3760969494,78.41621395739999,80.97094950280001,75.4533047378,79.07974263989999,80.6005069214,77.9294209398,75.6872684734,44.8040553714,76.1746929226,76.19418990060001,73.6790797426,78.16338467540001,982.791222394,346.05844652400003,353.968575029,283.027823112,355.52489680400004,343.95186240099997,350.32542891,8538.26772208,7993.29435914,7335.16101394,5408.40676059
131,1310,95.7062264939,75.4283326369,79.98328458,80.66234851649999,77.9147513581,76.15963226080001,48.8194734643,76.0760551609,76.21186794820001,75.1984956122,78.2908483076,80.97094950280001,75.66777149539999,79.2357184636,80.6005069214,78.0464028076,75.7457594073,47.5726262429,76.1356989667,76.2916747904,73.62058880869999,78.22187560930001,992.1146368589999,348.871538365,356.689274355,285.191004537,358.16714945,346.418370266,352.934377045,8603.50674882,8049.0842764,7392.81294518,5453.61932698
132,1320,95.6957793565,75.6790639365,79.9623903051,80.6205599666,77.46552444630001,76.24320936059999,49.0493104889,76.18052653569998,76.1282908483,75.9193480986,79.3042206435,80.9124585689,75.90173523100002,79.31370637549999,80.62000389939999,76.8570871515,76.0967050107,47.9820627803,76.23318385649999,76.1162019887,74.2639890817,78.8457789043,1000.74205569,351.657057993,359.48356692699997,287.35796069400004,360.816355319,349.14358206,355.59625713400004,8668.16026822,8104.68038112,7450.77832396,5498.67688904
133,1330,95.685332219,75.8671124112,80.0668616799,80.68324279149999,77.5491015462,75.18804847470001,49.4149603009,76.19097367319999,76.10739657330001,75.63727538650001,79.1788549937,80.9124585689,76.01871709880001,79.4111912654,80.4640280756,76.9350750634,74.92688633259999,48.74244492100001,76.0772080328,76.0772080328,74.0300253461,78.9237668161,1009.34738955,354.402151039,362.009435933,289.531388342,363.416552753,352.066499985,358.27088072699996,8732.38887082,8160.45746521,7507.18685167,5543.58740064
134,1340,95.6957793565,75.9193480986,79.99373171750001,80.8295027163,77.5177601337,76.3267864605,49.0493104889,76.1178437108,76.1178437108,76.0342666109,79.16840785619999,80.853967635,76.0382140768,79.25521544159999,80.62000389939999,76.9545720413,75.8822382531,48.274517449799994,76.0772080328,76.1356989667,74.5369467733,79.021251706,1017.96214255,357.082181644,364.585849746,291.723437662,366.06831097,354.5699332,360.969360877,8797.52287352,8216.25284161,7564.31259091,5588.7076578999995
135,1350,95.72712076890001,76.013372336,79.88926034270001,80.78771416629999,77.5073129962,76.31633932300001,49.644797325499994,76.18052653569998,76.10739657330001,75.7730881738,79.33556205600001,80.892961591,76.2136868785,79.4111912654,80.6395008774,76.9935659973,76.2526808345,48.78143887699999,76.19418990060001,76.1162019887,74.12751023589999,79.0992396179,1026.54046324,359.854108078,367.07111895300005,293.894105826,368.69968504699995,357.099936871,363.706279775,8863.03720932,8269.9099264,7619.69897428,5633.76626293
136,1360,95.73756790639999,76.24320936059999,79.9310488926,80.9653155036,77.695361471,76.5148349352,50.334308399499996,76.1700793982,76.1491851233,75.5954868366,77.9878813205,80.892961591,76.52563852600001,79.5866640671,80.9904464808,77.24702671089999,76.62312341590001,49.1713784363,76.19418990060001,76.1162019887,73.95203743420001,77.6954572041,1035.10304901,362.61598521,369.56804895199997,296.058825807,371.345246373,359.50292777699997,366.57943366300003,8927.39386756,8327.23590041,7675.27629803,5677.1207605
137,1370,95.72712076890001,76.4521521103,79.9728374425,81.1011282908,77.9147513581,76.8282490598,50.97158378600001,76.19097367319999,76.13873798579999,75.49101546179999,78.7818637693,80.9514525249,76.7401052837,79.48917917720001,81.0879313706,77.8124390719,76.8375901735,49.81477870929999,76.3306687463,76.1162019887,73.81555858840001,78.5923181907,1044.71817033,365.321917093,372.074995066,298.210265118,373.912229734,362.064699594,369.408036881,8992.78267271,8385.11238896,7732.90285833,5722.32569211
138,1380,95.73756790639999,76.7760133723,80.2026744672,81.0802340159,78.1445883828,76.9745089845,51.19097367319999,76.21186794820001,76.1700793982,75.08357709990001,79.21019640620001,80.9319555469,77.0130629752,79.82062780269999,81.14642230449999,78.2413725872,76.75960226160001,49.95125755510001,76.2916747904,76.2916747904,73.8740495223,78.68980308050001,1053.91179066,368.066281522,374.90151745599997,300.34878551400004,376.53940605699995,364.54095225599997,372.103844345,9056.47629872,8443.53486281,7792.78305559,5765.40096521
139,1390,95.6957793565,76.6715419975,80.0877559549,81.01755119100001,78.1863769327,77.1730045967,51.953614709600004,76.15963226080001,76.1491851233,75.33430839949999,78.99080651899999,81.0489374147,76.9155780854,79.6841489569,81.28290115029999,78.33885747709999,76.79859621760001,50.9456034315,76.3111717684,76.2721778124,73.9325404562,78.7482940144,1062.52151044,370.81170058699996,377.49843392699995,302.503705632,379.156387576,367.142538731,374.784800855,9121.98905805,8498.78724056,7852.78091241,5808.53185121
140,1400,95.6957793565,76.8804847472,79.98328458,81.1742582532,78.0296698705,77.1834517342,51.984956122,76.19097367319999,76.19097367319999,74.56122022570001,79.16840785619999,81.0489374147,76.97406901929999,79.8596217586,81.2049132384,78.0269058296,76.97406901929999,50.80912458569999,76.23318385649999,76.2721778124,73.2891401833,78.72879703650001,1070.98587147,373.529384065,379.976505944,304.646308911,381.78469548199996,369.609080509,377.47749729,9185.39985438,8553.75516657,7909.76523626,5851.10170273
141,1410,95.7062264939,76.9327204346,80.1713330547,81.1115754283,78.2490597576,77.2461345591,52.50731299620001,76.23276222319998,76.2014208107,75.3969912244,78.92812369410001,80.9319555469,77.0520569312,79.7426398908,81.2049132384,78.0269058296,76.9155780854,51.23805810100001,76.3306687463,76.2916747904,73.9715344122,78.68980308050001,1079.48528672,376.21488877900003,382.49656206199995,306.797333953,384.413820255,372.014149684,380.02507091900003,9255.57498149,8608.48192376,7966.4209280000005,5893.03564891
142,1420,95.685332219,76.9536147096,80.2235687422,81.0384454659,78.2490597576,77.28792310909999,53.0819055579,76.2014208107,76.21186794820001,75.7104053489,79.10572503129998,80.9514525249,76.8570871515,79.97660362639999,81.2439071944,78.22187560930001,76.9155780854,51.881458374,76.2721778124,76.2526808345,74.1470072139,78.76779099240001,1087.95891592,378.958262027,385.139668042,308.98439126200003,387.037324319,374.502708244,382.622195617,9324.01474043,8663.11929475,8025.11408066,5934.94768411
143,1430,95.6957793565,77.08942749690002,78.5624738822,81.0488926034,78.3326368575,77.3192645215,53.1863769327,76.15963226080001,76.21186794820001,75.7312996239,78.9490179691,80.9124585689,76.62312341590001,77.2860206668,81.30239812829998,78.1048937415,76.8375901735,51.881458374,76.1551959446,76.2526808345,74.2834860597,78.8847728602,1096.37857021,381.64793131,387.621103439,311.127224283,389.65900027699996,376.89969881699994,385.20006337800004,9388.74915609,8717.59833724,8080.20919001,5979.10998042
144,1440,95.73756790639999,77.16255745929999,80.4011700794,80.9339740911,78.4788967823,77.63267864609999,53.49979105730001,76.21186794820001,76.19097367319999,75.020894275,78.6042624321,80.892961591,76.75960226160001,79.8986157146,81.2439071944,78.397348411,77.1105478651,52.329888867200005,76.3111717684,76.23318385649999,73.2696432053,78.397348411,1104.73580775,384.328406085,390.24795119199996,313.241442856,392.272070311,379.285037715,387.807048841,9454.09073039,8772.00214646,8137.35586579,6019.3837195
145,1450,95.73756790639999,77.44463017129999,80.50564145419999,81.0071040535,78.7505223569,77.5282072712,54.0743836189,76.18052653569998,76.18052653569998,75.1567070623,79.0952778939,80.892961591,76.9545720413,80.01559758239999,81.3413920842,78.4558393449,77.14954182100001,52.934295184199996,76.3306687463,76.3111717684,73.7375706765,78.8457789043,1113.21355557,387.009426048,392.91988532,315.402522668,394.87381943,381.91657079,390.42232296099996,9518.98391945,8826.50520223,8191.98878231,6063.3715172
