iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,0.118888424572,0.118888424572,0.118834080717,0.762223150857,0.762223150857,0.762331838565,0.728659049
10,0.0706442124338,0.0770458166008,0.079404351814,0.840054325115,0.827413288759,0.819263014233,8.344574993
20,0.0508647422905,0.0772580265686,0.0763588515522,0.858232344338,0.811115754283,0.807954767011,16.425482126
30,0.0405971085617,0.0742109727087,0.0726770967166,0.884036773924,0.820727120769,0.818483135114,23.681910493
40,0.0353306567514,0.0735842977553,0.0717606418701,0.898767237777,0.808190555788,0.817313316436,31.003235015
50,0.0318491522884,0.0728968723152,0.0713024040557,0.909632260761,0.811533639783,0.818093195555,38.307461104
60,0.0296269278756,0.0732777659848,0.0717358087303,0.916109486001,0.81320518178,0.817118346656,45.61222399
70,0.0280089264966,0.0731349064114,0.0714374175489,0.920706226494,0.814458838278,0.818288165334,52.905480342
80,0.0267490322427,0.0731466804289,0.0713202436933,0.925198495612,0.816130380276,0.819263014233,60.238952858
90,0.0259597807862,0.0733820076261,0.0707318796277,0.927914751358,0.819055578771,0.819068044453,67.577668282
100,0.0252994091198,0.0730102651963,0.0705773772891,0.929481821981,0.81989134977,0.817898225775,75.503964543
110,0.0246045901264,0.0737506343421,0.0710770734538,0.931989134977,0.819473464271,0.816728407097,82.774063782
120,0.0240289740865,0.0730880100867,0.0711395257153,0.933242791475,0.81989134977,0.814388769741,90.036935196
130,0.0235590724261,0.0730257955319,0.0709362230379,0.935018804847,0.821145006268,0.818093195555,97.478672996
140,0.0246094413587,0.0740958550669,0.0716332885845,0.931675720852,0.818637693272,0.81497367908,104.780296411
150,0.0228347408098,0.0729129548216,0.0712087995338,0.935541161722,0.823234433765,0.817118346656,112.086877925
160,0.0276202298216,0.0756164027711,0.0741975170569,0.927705808608,0.818637693272,0.813608890622,119.446484023
170,0.0235523992594,0.0750190246108,0.0729160987226,0.934600919348,0.816966151275,0.815168648859,127.460267942
180,0.0220274110455,0.0732857738171,0.0723242622446,0.937630589219,0.819055578771,0.817313316436,135.364804149
190,0.0217443699663,0.0734331398234,0.072249814614,0.939093188466,0.82030923527,0.817898225775,143.259608687
200,0.0215072425238,0.0738582726089,0.0721058273324,0.940137902215,0.819055578771,0.816923376877,151.29743004
210,0.0212847574122,0.0740297135065,0.0724824749718,0.941496030088,0.817801922273,0.815558588419,159.165860681
220,0.0211321196465,0.0733766824903,0.0727791714042,0.942018386962,0.818637693272,0.815753558198,167.027766951
230,0.0208700843271,0.0736576212067,0.0727688282393,0.943167572085,0.819473464271,0.816728407097,174.936232875
240,0.0206575309043,0.0739172072686,0.0728847478215,0.943167572085,0.819055578771,0.816923376877,182.818097712
250,0.0205421022899,0.0736167259791,0.0729389798295,0.942958629336,0.821980777267,0.815753558198,190.746328198
260,0.0203212655495,0.0738393334924,0.0732821206987,0.943585457585,0.821145006268,0.8147787093,198.571570223
270,0.020177237347,0.0733983722509,0.0734668790626,0.943794400334,0.823652319265,0.815948527978,206.471306601
280,0.0200411663726,0.0729651537652,0.0731002398838,0.944212285834,0.82657751776,0.816338467538,214.3089074
290,0.0198906136075,0.0733983795595,0.0729538890951,0.945256999582,0.825323861262,0.816728407097,222.139402544
300,0.019764465639,0.0732965839445,0.0733235366569,0.945465942332,0.824070204764,0.815948527978,229.454682244
310,0.0196960921876,0.0735182210173,0.0735948875413,0.945883827831,0.822816548266,0.815558588419,236.790304508
320,0.0196594951969,0.0736634849685,0.0737539235331,0.945570413707,0.822816548266,0.815753558198,244.095071407
330,0.0195083707071,0.0733462026649,0.0739742659087,0.945570413707,0.821980777267,0.81497367908,251.40787789
340,0.0194594074671,0.0735108638846,0.0741063231228,0.946301713331,0.821562891768,0.81497367908,258.74763701
350,0.0193499958116,0.0736752869138,0.0738476424947,0.946406184705,0.823234433765,0.8147787093,266.027657183
360,0.019236960721,0.0736830190497,0.0740331827177,0.946197241956,0.823234433765,0.814388769741,273.343037532
